,name,N,fm,d,h_MM,h_mm,plo_M,plo_m,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,173,0,,15,0,0.0011544579335350017
1,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,468,0,,15,0,0.0013558927468400495
2,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,544,0,,7,0,0.0006096500317771207
3,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,745,0,,8,1,0.000602811340566633
4,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,843,0,,6,0,0.0007192493430430414
5,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,485,0,,7,0,0.0005926913782561474
6,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,395,0,,7,0,0.0006859659427222974
7,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,390,0,,10,1,0.0008531155766564767
8,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,26,0,,6,0,0.000732032834220916
9,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,83,0,,7,2,0.0011272653165058848
10,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,602,0,,8,3,0.0017181982766048358
11,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,223,0,,9,0,0.0006315394431416264
12,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,726,0,,6,3,0.0005902593642389912
13,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,818,0,,5,0,0.0005737329671995868
14,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,4,0,,6,3,0.0005906102655430712
15,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,619,0,,8,3,0.0013912701316860419
16,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,202,0,,9,1,0.000601466649714675
17,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,748,0,,8,1,0.0008616295090975191
18,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,78,0,,8,1,0.0007831001226788695
19,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,902,0,,9,1,0.0016919807419664575
20,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,267,0,,9,0,0.0007162575504492582
21,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,769,0,,7,0,0.0006461747936568573
22,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,70,0,,9,0,0.0014134517653299394
23,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,563,0,,8,1,0.0006020885433024746
24,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,488,0,,6,2,0.0009130811773402913
25,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,254,0,,6,0,0.000586564798375362
26,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,705,0,,4,0,0.0005708510590491896
27,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,63,0,,11,6,0.001421724784252451
28,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,307,0,,9,1,0.0015386191632526648
29,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,875,0,,9,2,0.0016294180628654111
30,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,103,0,,10,7,0.0007844574909122486
31,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,914,0,,7,1,0.0007312140928015299
32,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,937,0,,12,0,0.0007947007062151398
33,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,926,0,,4,333,0.0005772506382086024
34,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,778,0,,8,0,0.0005863845104756201
35,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,743,0,,8,1,0.0009437312609674067
36,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,141,0,,6,58,0.0005777327930738211
37,DH,1000,0.1,0.01,0.2,1.0,1.5,2.5,3394329559,,408,0,,9,1,0.0005947300525335945
