,name,N,fm,d,h_MM,h_mm,plo_M,plo_m,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,411,0,,35,3,0.0009597488357596544
1,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,680,0,,36,5,0.0008866769224544439
2,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,141,0,,25,4,0.001091768563393462
3,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,117,0,,32,4,0.00046481222684358455
4,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,801,0,,29,4,0.0004094605555888599
5,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,846,0,,28,2,0.0007822024051213584
6,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,266,0,,29,8,0.0005322093020426517
7,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,19,0,,25,1,0.0007271040523040863
8,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,911,0,,28,4,0.00059558684657213
9,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,49,0,,25,1,0.001495868513287602
10,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,359,0,,22,1,0.00031193119824925105
11,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,376,0,,30,223,0.0019712424141226756
12,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,631,0,,25,1,0.0017161815249159115
13,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,408,0,,24,8,0.0035508750369659223
14,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,914,0,,27,10,0.0021503272594278504
15,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,183,0,,28,1,0.003043806012613063
16,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,882,0,,26,1,0.0012661234502346066
17,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,288,0,,26,4,0.0014549999518795066
18,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,169,0,,25,5,0.000352606176853467
19,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,298,0,,24,0,0.00048198315131997425
20,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,142,0,,30,11,0.0009757958502237999
21,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,243,0,,30,321,0.0007006586719685727
22,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,375,0,,20,0,0.00040196802229826
23,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,747,0,,34,11,0.0014209379802349602
24,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,544,0,,25,50,0.0004074450808618516
25,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,166,0,,32,7,0.0008934290522618684
26,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,338,0,,32,13,0.0035076703770182574
27,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,282,0,,25,671,0.0003716308603367208
28,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,986,0,,23,33,0.001063479276985307
29,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,88,0,,27,4,0.0013887617519515994
30,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,105,0,,26,123,0.0004000586084052018
31,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,73,0,,26,0,0.00034024468226868075
32,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,457,0,,26,3,0.0008712256997593109
33,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,342,0,,26,4,0.0005283580450012055
34,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,305,0,,27,2,0.00042815979873980363
35,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,131,0,,29,6,0.0010535087411155841
36,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,228,0,,31,15,0.0011267059537117374
37,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,664,0,,26,1,0.0009829991499042555
38,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,812,0,,21,3,0.00035460833256364813
39,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,927,0,,30,3,0.0005641284677017074
40,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,706,0,,24,6,0.001001881387228472
41,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,459,0,,29,27,0.0008119536927142837
42,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,872,0,,27,14,0.0007408640996507302
43,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,888,0,,26,25,0.0004058050587083278
44,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,517,0,,31,16,0.0008629855391345093
45,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,57,0,,29,2,0.0009335718234624278
46,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,484,0,,22,1,0.0006765533738370762
47,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,140,0,,25,14,0.0004521415189835122
48,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,848,0,,22,3,0.000678679074083219
49,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,751,0,,26,0,0.00036095628739947467
50,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,43,0,,26,1,0.0010272280772171832
51,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,700,0,,27,120,0.00035970896759144943
52,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,477,0,,30,1,0.0018203420952282536
53,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,427,0,,22,28,0.0018150840695974667
54,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,128,0,,28,41,0.0004760194627533704
55,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,124,0,,26,3,0.0008130827164570119
56,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,209,0,,28,3,0.0004937182970457497
57,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,51,0,,28,2,0.000957786882392205
58,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,357,0,,29,0,0.0004432521051105279
59,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,83,0,,30,3,0.00124589062234046
60,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,265,0,,23,8,0.0006177068258741853
61,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,335,0,,24,16,0.00042339677629043865
62,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,718,0,,25,51,0.0005741026744572104
63,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,294,0,,27,4,0.001159344684204717
64,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,737,0,,30,3,0.0016611144315015667
65,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,962,0,,22,4,0.00029813486298143233
66,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,513,0,,27,3,0.0007399497960875491
67,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,596,0,,31,4,0.0005295299598203178
68,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,325,0,,33,1,0.0005114562160975631
69,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,292,0,,25,0,0.0012504439643290948
70,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,396,0,,35,1,0.0010214433653157483
71,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,649,0,,26,61,0.0007994800486000125
72,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,258,0,,24,6,0.00042784813500351877
73,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,803,0,,28,3,0.00039705765798038353
74,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,637,0,,20,2,0.0004749617165372647
75,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,605,0,,22,1,0.0006187427970119768
76,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,559,0,,34,3,0.0007438845497970005
77,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,622,0,,31,5,0.0006725199996693796
78,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,615,0,,23,18,0.000742003996565186
79,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,794,0,,27,1,0.0004766775582097198
80,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,966,0,,30,116,0.0005636924984767235
81,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,529,0,,25,2,0.00042468450438955046
82,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,573,0,,27,3,0.0004776164963355888
83,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,542,0,,26,816,0.0004786613793663643
84,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,961,0,,26,28,0.0008893614082971046
85,DH,1000,0.1,0.03,0.2,0.6,1.5,2.5,2543532206,,348,0,,27,1,0.0005220090957809606
