,name,N,m,fm,h_MM,h_mm,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,PAH,1000,2,0.1,0.3,0.7,1778178103,,667,0,2,,,0.0005264278396756311
1,PAH,1000,2,0.1,0.3,0.7,1778178103,,233,0,2,,,0.0005401239037107962
2,PAH,1000,2,0.1,0.3,0.7,1778178103,,554,0,5,,,0.001293816416718715
3,PAH,1000,2,0.1,0.3,0.7,1778178103,,844,0,2,,,0.0005498405462190047
4,PAH,1000,2,0.1,0.3,0.7,1778178103,,725,0,2,,,0.0005489959978058298
5,PAH,1000,2,0.1,0.3,0.7,1778178103,,93,0,5,,,0.001224151603718185
6,PAH,1000,2,0.1,0.3,0.7,1778178103,,58,0,8,,,0.0018429994532015413
7,PAH,1000,2,0.1,0.3,0.7,1778178103,,332,0,4,,,0.0010168214677212725
8,PAH,1000,2,0.1,0.3,0.7,1778178103,,247,0,6,,,0.0014772720647175377
9,PAH,1000,2,0.1,0.3,0.7,1778178103,,943,0,2,,,0.0005901044241164886
10,PAH,1000,2,0.1,0.3,0.7,1778178103,,179,0,2,,,0.0005374297362421978
11,PAH,1000,2,0.1,0.3,0.7,1778178103,,639,0,3,,,0.0007825797457080878
12,PAH,1000,2,0.1,0.3,0.7,1778178103,,749,0,3,,,0.0008009623801027269
13,PAH,1000,2,0.1,0.3,0.7,1778178103,,661,0,2,,,0.0005652873607047976
14,PAH,1000,2,0.1,0.3,0.7,1778178103,,677,0,2,,,0.0005540435354722984
15,PAH,1000,2,0.1,0.3,0.7,1778178103,,755,0,2,,,0.0005791416319773408
16,PAH,1000,2,0.1,0.3,0.7,1778178103,,270,0,3,,,0.0008075030614163104
17,PAH,1000,2,0.1,0.3,0.7,1778178103,,418,0,4,,,0.0009859088984055118
18,PAH,1000,2,0.1,0.3,0.7,1778178103,,382,0,7,,,0.0017050245573304438
19,PAH,1000,2,0.1,0.3,0.7,1778178103,,973,0,2,,,0.0005999383488302373
20,PAH,1000,2,0.1,0.3,0.7,1778178103,,165,0,8,,,0.0019583325907623446
21,PAH,1000,2,0.1,0.3,0.7,1778178103,,276,0,9,,,0.002153158916805175
22,PAH,1000,2,0.1,0.3,0.7,1778178103,,937,0,2,,,0.000600112405180307
23,PAH,1000,2,0.1,0.3,0.7,1778178103,,4,0,18,,,0.0038437866728001585
24,PAH,1000,2,0.1,0.3,0.7,1778178103,,921,0,2,,,0.0005898271681391103
25,PAH,1000,2,0.1,0.3,0.7,1778178103,,201,0,8,,,0.0018774868861654171
26,PAH,1000,2,0.1,0.3,0.7,1778178103,,939,0,3,,,0.0007651232383609165
27,PAH,1000,2,0.1,0.3,0.7,1778178103,,229,0,7,,,0.001698895115745373
28,PAH,1000,2,0.1,0.3,0.7,1778178103,,110,0,4,,,0.0010270206985860174
29,PAH,1000,2,0.1,0.3,0.7,1778178103,,47,0,8,,,0.0018292010762954059
30,PAH,1000,2,0.1,0.3,0.7,1778178103,,361,0,3,,,0.0008140644776556794
31,PAH,1000,2,0.1,0.3,0.7,1778178103,,788,0,2,,,0.0005949027055695744
32,PAH,1000,2,0.1,0.3,0.7,1778178103,,653,0,2,,,0.0005365605419423424
33,PAH,1000,2,0.1,0.3,0.7,1778178103,,930,0,3,,,0.0008153319518651761
34,PAH,1000,2,0.1,0.3,0.7,1778178103,,587,0,2,,,0.0005291670929326351
35,PAH,1000,2,0.1,0.3,0.7,1778178103,,342,0,2,,,0.000560184057027396
36,PAH,1000,2,0.1,0.3,0.7,1778178103,,573,0,2,,,0.0005351401317880901
37,PAH,1000,2,0.1,0.3,0.7,1778178103,,41,0,4,,,0.0010092378575532618
38,PAH,1000,2,0.1,0.3,0.7,1778178103,,99,0,6,,,0.0014584736785328528
39,PAH,1000,2,0.1,0.3,0.7,1778178103,,416,0,2,,,0.0005271764685601181
40,PAH,1000,2,0.1,0.3,0.7,1778178103,,368,0,5,,,0.0012106677374902654
41,PAH,1000,2,0.1,0.3,0.7,1778178103,,309,0,2,,,0.0005157741469065748
42,PAH,1000,2,0.1,0.3,0.7,1778178103,,831,0,3,,,0.0008183055023557742
43,PAH,1000,2,0.1,0.3,0.7,1778178103,,942,0,2,,,0.0005365840059020239
44,PAH,1000,2,0.1,0.3,0.7,1778178103,,130,0,3,,,0.0007729383404375113
45,PAH,1000,2,0.1,0.3,0.7,1778178103,,904,0,2,,,0.0005524405350439597
46,PAH,1000,2,0.1,0.3,0.7,1778178103,,138,0,2,,,0.0005279720495932559
47,PAH,1000,2,0.1,0.3,0.7,1778178103,,508,0,2,,,0.0005553318062785611
48,PAH,1000,2,0.1,0.3,0.7,1778178103,,686,0,2,,,0.0005576091576276861
49,PAH,1000,2,0.1,0.3,0.7,1778178103,,352,0,3,,,0.0007754090954731091
50,PAH,1000,2,0.1,0.3,0.7,1778178103,,698,0,2,,,0.000559970502023214
