,name,N,m,fm,h_MM,h_mm,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,PAH,1000,2,0.1,0.8,0.0,2770636053,,168,0,2,,,0.0005246217331687801
1,PAH,1000,2,0.1,0.8,0.0,2770636053,,809,0,2,,,0.0005208960368537907
2,PAH,1000,2,0.1,0.8,0.0,2770636053,,881,0,2,,,0.0005120847728746866
3,PAH,1000,2,0.1,0.8,0.0,2770636053,,994,0,2,,,0.0005547647895677271
4,PAH,1000,2,0.1,0.8,0.0,2770636053,,876,0,2,,,0.0005394202788331895
5,PAH,1000,2,0.1,0.8,0.0,2770636053,,199,0,6,,,0.0014713189228803484
6,PAH,1000,2,0.1,0.8,0.0,2770636053,,926,0,2,,,0.0005503363693921898
7,PAH,1000,2,0.1,0.8,0.0,2770636053,,425,0,2,,,0.000538292862409649
8,PAH,1000,2,0.1,0.8,0.0,2770636053,,836,0,2,,,0.0005830845000295299
9,PAH,1000,2,0.1,0.8,0.0,2770636053,,506,0,3,,,0.000787929722804224
10,PAH,1000,2,0.1,0.8,0.0,2770636053,,962,0,2,,,0.0005845650860519535
11,PAH,1000,2,0.1,0.8,0.0,2770636053,,230,0,6,,,0.0014832167196765292
12,PAH,1000,2,0.1,0.8,0.0,2770636053,,430,0,2,,,0.000523714710714894
13,PAH,1000,2,0.1,0.8,0.0,2770636053,,628,0,4,,,0.0010084064476770028
14,PAH,1000,2,0.1,0.8,0.0,2770636053,,573,0,3,,,0.0007840921408051851
15,PAH,1000,2,0.1,0.8,0.0,2770636053,,252,0,3,,,0.0007816589683846225
16,PAH,1000,2,0.1,0.8,0.0,2770636053,,885,0,3,,,0.0007629125258585361
17,PAH,1000,2,0.1,0.8,0.0,2770636053,,706,0,2,,,0.0006073214840813708
18,PAH,1000,2,0.1,0.8,0.0,2770636053,,205,0,2,,,0.000516677821026576
19,PAH,1000,2,0.1,0.8,0.0,2770636053,,853,0,2,,,0.000579154707431957
20,PAH,1000,2,0.1,0.8,0.0,2770636053,,85,0,2,,,0.0005205077734946448
21,PAH,1000,2,0.1,0.8,0.0,2770636053,,478,0,5,,,0.0011867499958880994
22,PAH,1000,2,0.1,0.8,0.0,2770636053,,644,0,2,,,0.0005687737577298552
23,PAH,1000,2,0.1,0.8,0.0,2770636053,,372,0,5,,,0.0012079721010377863
24,PAH,1000,2,0.1,0.8,0.0,2770636053,,473,0,5,,,0.001288772685995429
25,PAH,1000,2,0.1,0.8,0.0,2770636053,,738,0,3,,,0.0007921602253178977
26,PAH,1000,2,0.1,0.8,0.0,2770636053,,620,0,2,,,0.0005273013260187358
27,PAH,1000,2,0.1,0.8,0.0,2770636053,,974,0,2,,,0.0005556133028231805
28,PAH,1000,2,0.1,0.8,0.0,2770636053,,969,0,2,,,0.0005423003048372246
29,PAH,1000,2,0.1,0.8,0.0,2770636053,,403,0,4,,,0.0009789031820241348
30,PAH,1000,2,0.1,0.8,0.0,2770636053,,166,0,2,,,0.0005448405443447061
31,PAH,1000,2,0.1,0.8,0.0,2770636053,,641,0,2,,,0.0005525825319221908
32,PAH,1000,2,0.1,0.8,0.0,2770636053,,362,0,4,,,0.0010314754853969874
33,PAH,1000,2,0.1,0.8,0.0,2770636053,,45,0,11,,,0.0024649700628396405
34,PAH,1000,2,0.1,0.8,0.0,2770636053,,193,0,4,,,0.0010284146436934738
35,PAH,1000,2,0.1,0.8,0.0,2770636053,,114,0,2,,,0.0005274786131902689
36,PAH,1000,2,0.1,0.8,0.0,2770636053,,211,0,2,,,0.0005457642924838721
37,PAH,1000,2,0.1,0.8,0.0,2770636053,,178,0,6,,,0.0014278907589095667
38,PAH,1000,2,0.1,0.8,0.0,2770636053,,776,0,3,,,0.0008621048663890048
39,PAH,1000,2,0.1,0.8,0.0,2770636053,,23,0,10,,,0.0022976017836844075
40,PAH,1000,2,0.1,0.8,0.0,2770636053,,700,0,2,,,0.000567053374476732
41,PAH,1000,2,0.1,0.8,0.0,2770636053,,783,0,3,,,0.000838283733955489
42,PAH,1000,2,0.1,0.8,0.0,2770636053,,664,0,2,,,0.0006232331560975835
43,PAH,1000,2,0.1,0.8,0.0,2770636053,,605,0,7,,,0.00169622147102112
44,PAH,1000,2,0.1,0.8,0.0,2770636053,,240,0,4,,,0.0010153418877902412
