,name,N,m,fm,h_MM,h_mm,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,PAH,1000,2,0.1,0.2,0.5,2119812788,,195,0,6,,,0.0015004905690603877
1,PAH,1000,2,0.1,0.2,0.5,2119812788,,178,0,5,,,0.0012117430989069958
2,PAH,1000,2,0.1,0.2,0.5,2119812788,,760,0,2,,,0.0005543810713051991
3,PAH,1000,2,0.1,0.2,0.5,2119812788,,283,0,5,,,0.0012732124959985737
4,PAH,1000,2,0.1,0.2,0.5,2119812788,,52,0,9,,,0.0021919102951702654
5,PAH,1000,2,0.1,0.2,0.5,2119812788,,616,0,2,,,0.0005691722993729064
6,PAH,1000,2,0.1,0.2,0.5,2119812788,,390,0,2,,,0.0005503651458166151
7,PAH,1000,2,0.1,0.2,0.5,2119812788,,197,0,6,,,0.0014651523471706821
8,PAH,1000,2,0.1,0.2,0.5,2119812788,,769,0,2,,,0.0005151541873523169
9,PAH,1000,2,0.1,0.2,0.5,2119812788,,835,0,3,,,0.0008000598811295584
10,PAH,1000,2,0.1,0.2,0.5,2119812788,,587,0,3,,,0.000790757165708424
11,PAH,1000,2,0.1,0.2,0.5,2119812788,,64,0,9,,,0.0021083325048903805
12,PAH,1000,2,0.1,0.2,0.5,2119812788,,469,0,2,,,0.0005435026860524754
13,PAH,1000,2,0.1,0.2,0.5,2119812788,,522,0,2,,,0.0005838050139095581
14,PAH,1000,2,0.1,0.2,0.5,2119812788,,486,0,2,,,0.0005197100330326344
15,PAH,1000,2,0.1,0.2,0.5,2119812788,,598,0,2,,,0.0005637276717345756
16,PAH,1000,2,0.1,0.2,0.5,2119812788,,414,0,3,,,0.000809769410583992
17,PAH,1000,2,0.1,0.2,0.5,2119812788,,657,0,3,,,0.0007807719144548215
18,PAH,1000,2,0.1,0.2,0.5,2119812788,,199,0,3,,,0.0007840407203074673
19,PAH,1000,2,0.1,0.2,0.5,2119812788,,726,0,2,,,0.0005596520953826925
20,PAH,1000,2,0.1,0.2,0.5,2119812788,,933,0,2,,,0.0005793079369423386
21,PAH,1000,2,0.1,0.2,0.5,2119812788,,365,0,3,,,0.0007858522092570472
22,PAH,1000,2,0.1,0.2,0.5,2119812788,,701,0,3,,,0.0007714045411846022
23,PAH,1000,2,0.1,0.2,0.5,2119812788,,310,0,3,,,0.0008262984167203116
24,PAH,1000,2,0.1,0.2,0.5,2119812788,,267,0,3,,,0.0008073658526383535
25,PAH,1000,2,0.1,0.2,0.5,2119812788,,479,0,2,,,0.0005451750104316048
26,PAH,1000,2,0.1,0.2,0.5,2119812788,,694,0,2,,,0.0005986170687939085
