,name,N,m,fm,h_MM,h_mm,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,PAH,1000,2,0.2,1.0,0.6,2287514240,,119,0,8,,,0.0018160323018297513
1,PAH,1000,2,0.2,1.0,0.6,2287514240,,758,0,3,,,0.0007929434410131531
2,PAH,1000,2,0.2,1.0,0.6,2287514240,,254,0,7,,,0.001721948446029914
3,PAH,1000,2,0.2,1.0,0.6,2287514240,,844,0,2,,,0.0005781378270772737
4,PAH,1000,2,0.2,1.0,0.6,2287514240,,840,0,2,,,0.0005724610154843972
5,PAH,1000,2,0.2,1.0,0.6,2287514240,,677,0,2,,,0.0005695523734493066
6,PAH,1000,2,0.2,1.0,0.6,2287514240,,441,0,4,,,0.0010513019534721592
7,PAH,1000,2,0.2,1.0,0.6,2287514240,,985,0,2,,,0.0006034668211576502
8,PAH,1000,2,0.2,1.0,0.6,2287514240,,225,0,5,,,0.0012358478668134055
9,PAH,1000,2,0.2,1.0,0.6,2287514240,,277,0,4,,,0.000985874479639522
10,PAH,1000,2,0.2,1.0,0.6,2287514240,,224,0,8,,,0.001818350747757213
11,PAH,1000,2,0.2,1.0,0.6,2287514240,,359,0,2,,,0.000530529787447886
12,PAH,1000,2,0.2,1.0,0.6,2287514240,,259,0,3,,,0.0008290280529124057
13,PAH,1000,2,0.2,1.0,0.6,2287514240,,38,0,3,,,0.0007862265269160024
14,PAH,1000,2,0.2,1.0,0.6,2287514240,,125,0,8,,,0.0018698846186195937
15,PAH,1000,2,0.2,1.0,0.6,2287514240,,260,0,8,,,0.001961019585912162
16,PAH,1000,2,0.2,1.0,0.6,2287514240,,249,0,5,,,0.0012180230206551624
17,PAH,1000,2,0.2,1.0,0.6,2287514240,,58,0,2,,,0.0005186249360305994
18,PAH,1000,2,0.2,1.0,0.6,2287514240,,786,0,2,,,0.0005595227844269523
19,PAH,1000,2,0.2,1.0,0.6,2287514240,,898,0,2,,,0.0005435773395192798
20,PAH,1000,2,0.2,1.0,0.6,2287514240,,594,0,2,,,0.0005383037669787826
21,PAH,1000,2,0.2,1.0,0.6,2287514240,,101,0,3,,,0.0007233862450515424
22,PAH,1000,2,0.2,1.0,0.6,2287514240,,521,0,4,,,0.0010175535440555112
23,PAH,1000,2,0.2,1.0,0.6,2287514240,,140,0,2,,,0.0005295688188567724
24,PAH,1000,2,0.2,1.0,0.6,2287514240,,661,0,2,,,0.0005487827975361224
25,PAH,1000,2,0.2,1.0,0.6,2287514240,,710,0,2,,,0.0005779093498578465
26,PAH,1000,2,0.2,1.0,0.6,2287514240,,749,0,2,,,0.0005656093860365567
27,PAH,1000,2,0.2,1.0,0.6,2287514240,,533,0,3,,,0.0007889333243754249
28,PAH,1000,2,0.2,1.0,0.6,2287514240,,748,0,3,,,0.0008160666899775472
29,PAH,1000,2,0.2,1.0,0.6,2287514240,,610,0,2,,,0.0005231552549765356
30,PAH,1000,2,0.2,1.0,0.6,2287514240,,139,0,2,,,0.0005207192666790894
31,PAH,1000,2,0.2,1.0,0.6,2287514240,,411,0,2,,,0.0005997131166987358
32,PAH,1000,2,0.2,1.0,0.6,2287514240,,467,0,2,,,0.0005507888864276091
33,PAH,1000,2,0.2,1.0,0.6,2287514240,,163,0,3,,,0.0007792247694619837
34,PAH,1000,2,0.2,1.0,0.6,2287514240,,432,0,2,,,0.000570014336004665
35,PAH,1000,2,0.2,1.0,0.6,2287514240,,822,0,2,,,0.0005624977294678925
36,PAH,1000,2,0.2,1.0,0.6,2287514240,,338,0,4,,,0.0009821567565442572
37,PAH,1000,2,0.2,1.0,0.6,2287514240,,751,0,3,,,0.0007813858317562448
38,PAH,1000,2,0.2,1.0,0.6,2287514240,,537,0,3,,,0.0007940866940544281
39,PAH,1000,2,0.2,1.0,0.6,2287514240,,814,0,2,,,0.0005874801103975193
40,PAH,1000,2,0.2,1.0,0.6,2287514240,,457,0,5,,,0.0012497532216812456
41,PAH,1000,2,0.2,1.0,0.6,2287514240,,215,0,4,,,0.0009902382519449652
42,PAH,1000,2,0.2,1.0,0.6,2287514240,,206,0,8,,,0.0018963849625995347
43,PAH,1000,2,0.2,1.0,0.6,2287514240,,413,0,4,,,0.0010007154269415955
44,PAH,1000,2,0.2,1.0,0.6,2287514240,,697,0,2,,,0.0005832663763462384
45,PAH,1000,2,0.2,1.0,0.6,2287514240,,568,0,3,,,0.0007811678197077827
46,PAH,1000,2,0.2,1.0,0.6,2287514240,,987,0,2,,,0.0005789290774748095
47,PAH,1000,2,0.2,1.0,0.6,2287514240,,26,0,4,,,0.0009660310399603597
48,PAH,1000,2,0.2,1.0,0.6,2287514240,,426,0,2,,,0.0005345142741749879
49,PAH,1000,2,0.2,1.0,0.6,2287514240,,815,0,3,,,0.0008339533209805738
50,PAH,1000,2,0.2,1.0,0.6,2287514240,,81,0,6,,,0.0014066599534880355
51,PAH,1000,2,0.2,1.0,0.6,2287514240,,354,0,2,,,0.0005661924275907102
52,PAH,1000,2,0.2,1.0,0.6,2287514240,,400,0,3,,,0.000821822269213532
53,PAH,1000,2,0.2,1.0,0.6,2287514240,,825,0,2,,,0.0005275563887632167
54,PAH,1000,2,0.2,1.0,0.6,2287514240,,377,0,3,,,0.0007822101139698869
55,PAH,1000,2,0.2,1.0,0.6,2287514240,,4,0,59,,,0.01265748408255286
56,PAH,1000,2,0.2,1.0,0.6,2287514240,,93,0,9,,,0.002078847488931559
57,PAH,1000,2,0.2,1.0,0.6,2287514240,,173,0,5,,,0.001268564859082985
58,PAH,1000,2,0.2,1.0,0.6,2287514240,,651,0,2,,,0.0005263857750258915
