,name,N,m,fm,h_MM,h_mm,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,PAH,1000,2,0.3,0.1,0.4,4227104737,,125,0,4,,,0.0010114365263965489
1,PAH,1000,2,0.3,0.1,0.4,4227104737,,328,0,2,,,0.0005576830254613639
2,PAH,1000,2,0.3,0.1,0.4,4227104737,,159,0,3,,,0.0007574261064845748
3,PAH,1000,2,0.3,0.1,0.4,4227104737,,307,0,3,,,0.0007978026926855111
4,PAH,1000,2,0.3,0.1,0.4,4227104737,,826,0,2,,,0.0006140900184926017
5,PAH,1000,2,0.3,0.1,0.4,4227104737,,683,0,3,,,0.0008147701421103388
6,PAH,1000,2,0.3,0.1,0.4,4227104737,,909,0,2,,,0.0005317764312046652
7,PAH,1000,2,0.3,0.1,0.4,4227104737,,7,0,12,,,0.00269314668738065
8,PAH,1000,2,0.3,0.1,0.4,4227104737,,131,0,3,,,0.0007817566775218241
9,PAH,1000,2,0.3,0.1,0.4,4227104737,,75,0,9,,,0.0020422434145068373
10,PAH,1000,2,0.3,0.1,0.4,4227104737,,164,0,6,,,0.0014722876974267382
11,PAH,1000,2,0.3,0.1,0.4,4227104737,,373,0,3,,,0.000786734223705015
12,PAH,1000,2,0.3,0.1,0.4,4227104737,,148,0,2,,,0.0005230942444669883
13,PAH,1000,2,0.3,0.1,0.4,4227104737,,827,0,2,,,0.0005277736253634224
14,PAH,1000,2,0.3,0.1,0.4,4227104737,,779,0,2,,,0.000558886894134229
15,PAH,1000,2,0.3,0.1,0.4,4227104737,,422,0,4,,,0.001050027624128255
16,PAH,1000,2,0.3,0.1,0.4,4227104737,,493,0,3,,,0.0007909586103012053
17,PAH,1000,2,0.3,0.1,0.4,4227104737,,603,0,7,,,0.0017696397977894182
18,PAH,1000,2,0.3,0.1,0.4,4227104737,,974,0,2,,,0.0005814647098521078
19,PAH,1000,2,0.3,0.1,0.4,4227104737,,984,0,2,,,0.0005415040465525886
20,PAH,1000,2,0.3,0.1,0.4,4227104737,,969,0,2,,,0.0005481857277462033
21,PAH,1000,2,0.3,0.1,0.4,4227104737,,500,0,4,,,0.0009845553447379344
22,PAH,1000,2,0.3,0.1,0.4,4227104737,,582,0,3,,,0.000803868933901587
23,PAH,1000,2,0.3,0.1,0.4,4227104737,,384,0,3,,,0.0008339489557211889
24,PAH,1000,2,0.3,0.1,0.4,4227104737,,319,0,3,,,0.0007875978782833131
25,PAH,1000,2,0.3,0.1,0.4,4227104737,,140,0,6,,,0.0014611154805175275
26,PAH,1000,2,0.3,0.1,0.4,4227104737,,662,0,2,,,0.0005617759010286565
27,PAH,1000,2,0.3,0.1,0.4,4227104737,,990,0,2,,,0.0005877928632257149
28,PAH,1000,2,0.3,0.1,0.4,4227104737,,972,0,2,,,0.0005613772493316517
29,PAH,1000,2,0.3,0.1,0.4,4227104737,,550,0,2,,,0.0005364008174740605
30,PAH,1000,2,0.3,0.1,0.4,4227104737,,325,0,4,,,0.0010302835324993416
31,PAH,1000,2,0.3,0.1,0.4,4227104737,,57,0,8,,,0.0019091769790122903
32,PAH,1000,2,0.3,0.1,0.4,4227104737,,160,0,4,,,0.0009477497562138527
33,PAH,1000,2,0.3,0.1,0.4,4227104737,,612,0,2,,,0.0005492765450275163
34,PAH,1000,2,0.3,0.1,0.4,4227104737,,221,0,2,,,0.0005132377997667474
35,PAH,1000,2,0.3,0.1,0.4,4227104737,,484,0,2,,,0.0005338845832405843
36,PAH,1000,2,0.3,0.1,0.4,4227104737,,725,0,2,,,0.0005833837323610185
37,PAH,1000,2,0.3,0.1,0.4,4227104737,,198,0,3,,,0.0007640985968656416
38,PAH,1000,2,0.3,0.1,0.4,4227104737,,155,0,5,,,0.001196709765583683
39,PAH,1000,2,0.3,0.1,0.4,4227104737,,442,0,3,,,0.0007922120871795633
40,PAH,1000,2,0.3,0.1,0.4,4227104737,,276,0,2,,,0.0005528157867527961
41,PAH,1000,2,0.3,0.1,0.4,4227104737,,398,0,4,,,0.0010237292102227018
42,PAH,1000,2,0.3,0.1,0.4,4227104737,,273,0,3,,,0.0007619088325475778
43,PAH,1000,2,0.3,0.1,0.4,4227104737,,163,0,9,,,0.002104475645249559
44,PAH,1000,2,0.3,0.1,0.4,4227104737,,166,0,11,,,0.0025770632452478603
45,PAH,1000,2,0.3,0.1,0.4,4227104737,,973,0,2,,,0.0005739214793182748
46,PAH,1000,2,0.3,0.1,0.4,4227104737,,842,0,2,,,0.0005465437003161925
47,PAH,1000,2,0.3,0.1,0.4,4227104737,,674,0,2,,,0.0006076236390207067
48,PAH,1000,2,0.3,0.1,0.4,4227104737,,411,0,2,,,0.0005202233644055319
49,PAH,1000,2,0.3,0.1,0.4,4227104737,,773,0,2,,,0.0005856821094155358
50,PAH,1000,2,0.3,0.1,0.4,4227104737,,881,0,2,,,0.0005544818815309693
51,PAH,1000,2,0.3,0.1,0.4,4227104737,,781,0,2,,,0.0005389591257555239
52,PAH,1000,2,0.3,0.1,0.4,4227104737,,224,0,3,,,0.0007741184445695223
53,PAH,1000,2,0.3,0.1,0.4,4227104737,,544,0,2,,,0.0005705213663117064
54,PAH,1000,2,0.3,0.1,0.4,4227104737,,174,0,10,,,0.002406079910376142
55,PAH,1000,2,0.3,0.1,0.4,4227104737,,939,0,2,,,0.0005605051228953291
56,PAH,1000,2,0.3,0.1,0.4,4227104737,,982,0,2,,,0.0006169433741482525
57,PAH,1000,2,0.3,0.1,0.4,4227104737,,796,0,2,,,0.0005449730615503507
58,PAH,1000,2,0.3,0.1,0.4,4227104737,,619,0,2,,,0.0005697852538981265
59,PAH,1000,2,0.3,0.1,0.4,4227104737,,538,0,2,,,0.0006038252896691463
60,PAH,1000,2,0.3,0.1,0.4,4227104737,,420,0,6,,,0.0014940085904435907
61,PAH,1000,2,0.3,0.1,0.4,4227104737,,344,0,3,,,0.0007901012743091166
62,PAH,1000,2,0.3,0.1,0.4,4227104737,,461,0,2,,,0.0005624516050056403
63,PAH,1000,2,0.3,0.1,0.4,4227104737,,427,0,3,,,0.0008015020660518475
64,PAH,1000,2,0.3,0.1,0.4,4227104737,,866,0,2,,,0.0005577479863107063
65,PAH,1000,2,0.3,0.1,0.4,4227104737,,51,0,6,,,0.0014360600924769333
66,PAH,1000,2,0.3,0.1,0.4,4227104737,,606,0,2,,,0.0005293964899495765
67,PAH,1000,2,0.3,0.1,0.4,4227104737,,73,0,3,,,0.0007406882220362201
68,PAH,1000,2,0.3,0.1,0.4,4227104737,,248,0,5,,,0.0012843547185757062
69,PAH,1000,2,0.3,0.1,0.4,4227104737,,772,0,2,,,0.0005447089646744757
70,PAH,1000,2,0.3,0.1,0.4,4227104737,,202,0,4,,,0.0010159459846817486
