,name,N,m,fm,h_MM,h_mm,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,PAH,1000,2,0.3,1.0,0.9,2898262631,,204,0,4,,,0.0010036802523935684
1,PAH,1000,2,0.3,1.0,0.9,2898262631,,424,0,3,,,0.0007845798821502849
2,PAH,1000,2,0.3,1.0,0.9,2898262631,,394,0,3,,,0.0007491740865827964
3,PAH,1000,2,0.3,1.0,0.9,2898262631,,599,0,2,,,0.0005932016050463876
4,PAH,1000,2,0.3,1.0,0.9,2898262631,,421,0,4,,,0.0010544602262139522
5,PAH,1000,2,0.3,1.0,0.9,2898262631,,9,0,17,,,0.003770076055779868
6,PAH,1000,2,0.3,1.0,0.9,2898262631,,107,0,13,,,0.0029841675600118986
7,PAH,1000,2,0.3,1.0,0.9,2898262631,,834,0,3,,,0.0008555495956274187
8,PAH,1000,2,0.3,1.0,0.9,2898262631,,775,0,4,,,0.001042533440899831
9,PAH,1000,2,0.3,1.0,0.9,2898262631,,865,0,4,,,0.0011150579228914738
10,PAH,1000,2,0.3,1.0,0.9,2898262631,,955,0,2,,,0.0005420569408794506
11,PAH,1000,2,0.3,1.0,0.9,2898262631,,778,0,2,,,0.0005925783875625065
12,PAH,1000,2,0.3,1.0,0.9,2898262631,,244,0,4,,,0.0010055948652421362
13,PAH,1000,2,0.3,1.0,0.9,2898262631,,265,0,7,,,0.00169697575316116
14,PAH,1000,2,0.3,1.0,0.9,2898262631,,839,0,2,,,0.0005523557739661475
15,PAH,1000,2,0.3,1.0,0.9,2898262631,,106,0,6,,,0.001454347101691617
16,PAH,1000,2,0.3,1.0,0.9,2898262631,,122,0,2,,,0.0005136738030066629
17,PAH,1000,2,0.3,1.0,0.9,2898262631,,410,0,2,,,0.000535374979854393
18,PAH,1000,2,0.3,1.0,0.9,2898262631,,673,0,2,,,0.0005284424017995792
19,PAH,1000,2,0.3,1.0,0.9,2898262631,,725,0,3,,,0.0008042445839297293
20,PAH,1000,2,0.3,1.0,0.9,2898262631,,435,0,4,,,0.000986983026288281
21,PAH,1000,2,0.3,1.0,0.9,2898262631,,642,0,2,,,0.0005739199071721563
22,PAH,1000,2,0.3,1.0,0.9,2898262631,,75,0,10,,,0.0022148185634142063
23,PAH,1000,2,0.3,1.0,0.9,2898262631,,415,0,2,,,0.0006143903424470629
24,PAH,1000,2,0.3,1.0,0.9,2898262631,,299,0,2,,,0.0005306119658875412
25,PAH,1000,2,0.3,1.0,0.9,2898262631,,248,0,2,,,0.0005168737770666053
26,PAH,1000,2,0.3,1.0,0.9,2898262631,,887,0,3,,,0.0007878029346107927
27,PAH,1000,2,0.3,1.0,0.9,2898262631,,355,0,2,,,0.0005251983505884056
28,PAH,1000,2,0.3,1.0,0.9,2898262631,,797,0,2,,,0.0005619167283610896
29,PAH,1000,2,0.3,1.0,0.9,2898262631,,12,0,18,,,0.003846041975757767
30,PAH,1000,2,0.3,1.0,0.9,2898262631,,186,0,3,,,0.0007910870185276321
31,PAH,1000,2,0.3,1.0,0.9,2898262631,,276,0,3,,,0.0007471020410651324
32,PAH,1000,2,0.3,1.0,0.9,2898262631,,541,0,2,,,0.000560356981252018
33,PAH,1000,2,0.3,1.0,0.9,2898262631,,958,0,2,,,0.0006060475041020797
34,PAH,1000,2,0.3,1.0,0.9,2898262631,,62,0,11,,,0.0025524900673771856
35,PAH,1000,2,0.3,1.0,0.9,2898262631,,636,0,2,,,0.0005469781604432395
36,PAH,1000,2,0.3,1.0,0.9,2898262631,,163,0,5,,,0.0012647774379801555
37,PAH,1000,2,0.3,1.0,0.9,2898262631,,521,0,2,,,0.0005062839741748561
38,PAH,1000,2,0.3,1.0,0.9,2898262631,,580,0,4,,,0.0010218221111250494
39,PAH,1000,2,0.3,1.0,0.9,2898262631,,674,0,2,,,0.0005541106687491061
40,PAH,1000,2,0.3,1.0,0.9,2898262631,,365,0,5,,,0.0012335299107177145
41,PAH,1000,2,0.3,1.0,0.9,2898262631,,16,0,9,,,0.0019642028447416303
42,PAH,1000,2,0.3,1.0,0.9,2898262631,,274,0,3,,,0.0007620423185454575
43,PAH,1000,2,0.3,1.0,0.9,2898262631,,59,0,17,,,0.0037939709646844875
44,PAH,1000,2,0.3,1.0,0.9,2898262631,,607,0,2,,,0.0005758021881865568
45,PAH,1000,2,0.3,1.0,0.9,2898262631,,702,0,5,,,0.0012181956954368924
46,PAH,1000,2,0.3,1.0,0.9,2898262631,,192,0,4,,,0.0010320509469074856
47,PAH,1000,2,0.3,1.0,0.9,2898262631,,569,0,2,,,0.0005583393614819844
48,PAH,1000,2,0.3,1.0,0.9,2898262631,,985,0,2,,,0.0005888957161998941
49,PAH,1000,2,0.3,1.0,0.9,2898262631,,271,0,2,,,0.0005190410147425333
50,PAH,1000,2,0.3,1.0,0.9,2898262631,,357,0,2,,,0.0005287728257689368
51,PAH,1000,2,0.3,1.0,0.9,2898262631,,50,0,4,,,0.0009676848940949356
52,PAH,1000,2,0.3,1.0,0.9,2898262631,,80,0,3,,,0.0007676248999157755
53,PAH,1000,2,0.3,1.0,0.9,2898262631,,716,0,9,,,0.0022731723212005106
54,PAH,1000,2,0.3,1.0,0.9,2898262631,,734,0,2,,,0.000560547547414896
55,PAH,1000,2,0.3,1.0,0.9,2898262631,,837,0,4,,,0.0010807413020058707
56,PAH,1000,2,0.3,1.0,0.9,2898262631,,703,0,3,,,0.0007759753925844372
57,PAH,1000,2,0.3,1.0,0.9,2898262631,,406,0,2,,,0.0005329726767799185
58,PAH,1000,2,0.3,1.0,0.9,2898262631,,515,0,2,,,0.0006048680805589841
59,PAH,1000,2,0.3,1.0,0.9,2898262631,,362,0,3,,,0.0008128054322305897
60,PAH,1000,2,0.3,1.0,0.9,2898262631,,874,0,3,,,0.0007734704889119159
61,PAH,1000,2,0.3,1.0,0.9,2898262631,,802,0,2,,,0.000573721702828675
62,PAH,1000,2,0.3,1.0,0.9,2898262631,,38,0,10,,,0.002313363999000047
63,PAH,1000,2,0.3,1.0,0.9,2898262631,,696,0,3,,,0.0007780587962297233
64,PAH,1000,2,0.3,1.0,0.9,2898262631,,666,0,3,,,0.0007648039791014807
65,PAH,1000,2,0.3,1.0,0.9,2898262631,,384,0,3,,,0.0007800462650756403
66,PAH,1000,2,0.3,1.0,0.9,2898262631,,540,0,2,,,0.0005268307475237956
67,PAH,1000,2,0.3,1.0,0.9,2898262631,,241,0,4,,,0.0010349468944137632
68,PAH,1000,2,0.3,1.0,0.9,2898262631,,119,0,3,,,0.0007393936910349457
69,PAH,1000,2,0.3,1.0,0.9,2898262631,,56,0,5,,,0.001199903851539683
70,PAH,1000,2,0.3,1.0,0.9,2898262631,,662,0,2,,,0.0005854433842078733
71,PAH,1000,2,0.3,1.0,0.9,2898262631,,685,0,2,,,0.0005367784892117101
72,PAH,1000,2,0.3,1.0,0.9,2898262631,,354,0,2,,,0.0005882273948552357
73,PAH,1000,2,0.3,1.0,0.9,2898262631,,65,0,8,,,0.0017948496802695593
74,PAH,1000,2,0.3,1.0,0.9,2898262631,,190,0,4,,,0.0009725013445213359
75,PAH,1000,2,0.3,1.0,0.9,2898262631,,591,0,3,,,0.00077845227824387
76,PAH,1000,2,0.3,1.0,0.9,2898262631,,678,0,2,,,0.000571652626096609
77,PAH,1000,2,0.3,1.0,0.9,2898262631,,750,0,3,,,0.0008042437710133496
78,PAH,1000,2,0.3,1.0,0.9,2898262631,,73,0,7,,,0.0016343105327577107
79,PAH,1000,2,0.3,1.0,0.9,2898262631,,461,0,3,,,0.0007385299607617822
80,PAH,1000,2,0.3,1.0,0.9,2898262631,,432,0,2,,,0.0005695347192558042
81,PAH,1000,2,0.3,1.0,0.9,2898262631,,3,0,26,,,0.0055953604039178685
82,PAH,1000,2,0.3,1.0,0.9,2898262631,,168,0,5,,,0.001226214076027112
83,PAH,1000,2,0.3,1.0,0.9,2898262631,,488,0,2,,,0.0005581584345391539
84,PAH,1000,2,0.3,1.0,0.9,2898262631,,691,0,3,,,0.0008109118516615325
85,PAH,1000,2,0.3,1.0,0.9,2898262631,,57,0,18,,,0.004111613869773311
86,PAH,1000,2,0.3,1.0,0.9,2898262631,,863,0,2,,,0.0005357220385693104
87,PAH,1000,2,0.3,1.0,0.9,2898262631,,344,0,3,,,0.0007624281810993974
88,PAH,1000,2,0.3,1.0,0.9,2898262631,,83,0,10,,,0.002272499698897631
89,PAH,1000,2,0.3,1.0,0.9,2898262631,,767,0,4,,,0.0010314293690087582
90,PAH,1000,2,0.3,1.0,0.9,2898262631,,613,0,3,,,0.0007535352798614916
91,PAH,1000,2,0.3,1.0,0.9,2898262631,,567,0,2,,,0.0005601925140738025
92,PAH,1000,2,0.3,1.0,0.9,2898262631,,427,0,2,,,0.0005535516041209988
