,name,N,m,fm,h_MM,h_mm,tc,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,292,0,5,,,0.0012672321433795746
1,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,544,0,4,,,0.001046934514154202
2,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,341,0,2,,,0.0005790659340347727
3,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,12,0,15,,,0.0034075985808793285
4,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,421,0,5,,,0.0012818238677218992
5,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,98,0,5,,,0.0011931637933605332
6,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,832,0,2,,,0.0005505316710110387
7,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,261,0,6,,,0.0014983603905345242
8,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,759,0,2,,,0.000567353469375136
9,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,303,0,3,,,0.0007922492060569665
10,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,896,0,2,,,0.000563272590504801
11,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,318,0,5,,,0.0012958392786208825
12,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,451,0,2,,,0.000585411600224323
13,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,695,0,2,,,0.0005625988177848743
14,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,412,0,2,,,0.0005587622946691464
15,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,726,0,2,,,0.0005374166901035948
16,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,361,0,2,,,0.0005836534350706075
17,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,971,0,2,,,0.0005686396163996601
18,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,829,0,2,,,0.0005473806763667816
19,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,360,0,2,,,0.0005712046362675446
20,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,42,0,11,,,0.002562484660042909
21,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,533,0,4,,,0.0010487154606023687
22,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,843,0,2,,,0.0005539726792803532
23,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,312,0,2,,,0.0005671831111946205
24,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,153,0,3,,,0.0007288751665745003
25,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,754,0,2,,,0.0006102004884261017
26,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,996,0,2,,,0.0005432769942438927
27,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,272,0,5,,,0.0012425772549855807
28,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,859,0,2,,,0.0005552795647528894
29,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,124,0,3,,,0.0007599983810102029
30,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,875,0,2,,,0.0005365923352715332
31,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,520,0,2,,,0.0005716220439336878
32,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,221,0,5,,,0.0012422037863264641
33,PATCH,1000,2,0.2,0.3,0.2,0.4,3502769823,,373,0,2,,,0.0005272710514487097
