,name,N,m,fm,h_MM,h_mm,tc,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,597,0,2,,,0.0005371063733750771
1,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,510,0,2,,,0.0005609176250603973
2,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,950,0,2,,,0.0005667671055216132
3,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,968,0,2,,,0.0006147647183533674
4,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,970,0,2,,,0.0005603877350075133
5,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,867,0,2,,,0.000557588572904481
6,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,42,0,9,,,0.0021481982472332873
7,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,605,0,2,,,0.0005326821066748804
8,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,870,0,3,,,0.0008213979551434926
9,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,999,0,2,,,0.0005439587058705601
10,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,947,0,2,,,0.0005683083485127274
11,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,537,0,5,,,0.0012903452580605625
12,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,275,0,2,,,0.0005213827003611122
13,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,758,0,2,,,0.0005626402471931389
14,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,984,0,2,,,0.000571066652089373
15,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,471,0,2,,,0.0005575731757508526
16,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,109,0,8,,,0.001962829538228712
17,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,779,0,2,,,0.0006016264676971713
18,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,695,0,2,,,0.0005693374471753995
19,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,483,0,2,,,0.000529842131221647
20,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,196,0,2,,,0.0005370893512165734
21,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,398,0,2,,,0.0005613284293031616
22,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,444,0,3,,,0.0007981865473109121
23,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,887,0,2,,,0.0005132441356148849
24,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,58,0,16,,,0.003662039855533825
25,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,654,0,2,,,0.0005806011692370237
26,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,921,0,2,,,0.0005568697256900946
27,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,34,0,5,,,0.0011860619724796254
28,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,919,0,2,,,0.0005473980050472454
29,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,726,0,2,,,0.0005508515835041936
30,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,464,0,2,,,0.0005409293935006672
31,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,516,0,3,,,0.000818654872060379
32,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,230,0,8,,,0.0019138044678160995
33,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,908,0,2,,,0.0005921923589582245
34,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,750,0,2,,,0.0005601326341605536
35,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,62,0,7,,,0.0016037535866898537
36,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,181,0,4,,,0.0010613966953256404
37,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,298,0,9,,,0.0021375303653979215
38,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,108,0,10,,,0.0023788403300042857
39,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,610,0,2,,,0.0005518783015695878
40,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,462,0,3,,,0.0007682151894814072
41,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,836,0,2,,,0.0005494794950536105
42,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,704,0,2,,,0.0005420293281378477
43,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,95,0,6,,,0.0013887293232405116
44,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,689,0,3,,,0.0008068561431137734
45,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,314,0,6,,,0.0014911790474191082
46,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,329,0,6,,,0.0015008267694231311
47,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,611,0,2,,,0.0005981707031152271
48,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,663,0,2,,,0.0005849599951330235
49,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,224,0,3,,,0.0007601253538356533
50,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,659,0,2,,,0.000544293474380367
51,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,739,0,2,,,0.0005377458516878861
52,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,191,0,2,,,0.00054737168280191
53,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,281,0,4,,,0.0010485065103771312
54,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,849,0,3,,,0.0007991919641025314
55,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,834,0,2,,,0.0005781359918505236
56,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,382,0,4,,,0.001050102646672872
57,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,515,0,3,,,0.0008173024649551913
58,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,473,0,4,,,0.0010534267575942197
59,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,428,0,4,,,0.0010270774091067955
60,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,535,0,2,,,0.0005360353743287838
61,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,685,0,2,,,0.0005584112555484032
62,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,731,0,2,,,0.0005838111659401876
63,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,387,0,4,,,0.0010563298566231092
64,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,666,0,2,,,0.0005976667538544613
65,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,941,0,2,,,0.0005302182132277651
66,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,427,0,3,,,0.0008156567565931564
67,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,157,0,9,,,0.002120719309320657
68,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,880,0,3,,,0.000797759410658122
69,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,234,0,4,,,0.0010042068740481426
70,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,715,0,2,,,0.0005511723194815891
71,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,346,0,4,,,0.0009953958553098924
72,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,374,0,3,,,0.0008281988218846878
73,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,523,0,4,,,0.0010085008258877675
74,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,640,0,3,,,0.0007840073307730813
75,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,442,0,7,,,0.0016922139139623701
76,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,807,0,2,,,0.0005507435061398526
77,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,942,0,2,,,0.0005235228190946813
78,PATCH,1000,2,0.3,0.6,0.1,0.8,3593022236,,226,0,2,,,0.000524010055584996
