,name,N,m,fm,h_MM,h_mm,tc,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,327,0,3,,,0.000814913779688274
1,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,512,0,3,,,0.0007847740427108488
2,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,686,0,2,,,0.0005453025076038488
3,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,936,0,2,,,0.0005830624011765605
4,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,422,0,5,,,0.001210147060580979
5,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,375,0,4,,,0.0010336700873369376
6,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,946,0,2,,,0.0005786987841464543
7,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,790,0,3,,,0.0008175515081133584
8,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,844,0,4,,,0.0010743425740088813
9,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,253,0,6,,,0.001515694424116594
10,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,795,0,2,,,0.000561386380548319
11,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,880,0,3,,,0.0008531491298428693
12,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,485,0,5,,,0.001262753191762188
13,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,323,0,6,,,0.0014213202451340936
14,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,176,0,4,,,0.0009498330755167929
15,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,461,0,2,,,0.000514777735288555
16,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,693,0,2,,,0.0005284366888944917
17,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,494,0,2,,,0.0005160204786719872
18,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,560,0,2,,,0.0005636845727055532
19,PATCH,1000,2,0.3,1.0,0.9,0.2,3842567427,,391,0,4,,,0.000995007124642926
