,name,N,m,fm,h_MM,h_mm,tc,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,273,0,6,,,0.0014584399476384304
1,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,30,0,10,,,0.0023379898184270297
2,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,177,0,3,,,0.0007794648124519867
3,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,915,0,2,,,0.0005552849336564389
4,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,6,0,61,,,0.013270676928640474
5,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,466,0,3,,,0.0008286399995184339
6,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,590,0,2,,,0.0005550150171060724
7,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,917,0,2,,,0.0005463348128650644
8,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,451,0,2,,,0.0005162100539069447
9,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,160,0,3,,,0.0007578975962502384
10,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,912,0,2,,,0.0005622520668485842
11,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,596,0,2,,,0.0005820513463666856
12,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,795,0,2,,,0.0005701079021525324
13,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,645,0,4,,,0.0010314989315844307
14,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,564,0,2,,,0.0005368420739904618
15,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,945,0,2,,,0.0006173918868446192
16,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,955,0,2,,,0.0005701435577786314
17,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,365,0,6,,,0.0015206482308588063
18,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,24,0,8,,,0.0018428374283257717
19,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,23,0,18,,,0.004149386056102844
20,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,499,0,2,,,0.0005753528134109599
21,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,591,0,3,,,0.0008209339893879905
22,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,592,0,2,,,0.0005952147393245771
23,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,210,0,7,,,0.0016427613662518545
24,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,412,0,2,,,0.0005089241982015499
25,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,324,0,3,,,0.0007704970182887968
26,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,823,0,2,,,0.0005964552219162118
27,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,396,0,2,,,0.0005454960878270301
28,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,908,0,2,,,0.0005963946601905117
29,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,604,0,2,,,0.0005220430159005842
30,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,664,0,2,,,0.0005847944346397904
31,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,623,0,2,,,0.0005607382246890742
32,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,968,0,2,,,0.0005786252795006539
33,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,975,0,2,,,0.0005781176189276143
34,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,924,0,2,,,0.0005627517722816923
35,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,342,0,4,,,0.0010202724523024316
36,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,844,0,2,,,0.0005199484530997231
37,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,68,0,6,,,0.0014006671382534547
38,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,942,0,2,,,0.000546644172599237
39,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,64,0,6,,,0.00143110993994131
40,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,914,0,2,,,0.0005763296600160768
41,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,723,0,2,,,0.000542055696081178
42,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,509,0,2,,,0.000527794158888158
43,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,808,0,2,,,0.0005544624805324897
44,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,271,0,3,,,0.0007647675528327627
45,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,637,0,3,,,0.0008271248780687466
46,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,695,0,3,,,0.0008137232712017639
47,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,363,0,2,,,0.0005525723286929657
48,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,799,0,2,,,0.0005578594049849294
49,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,101,0,8,,,0.0018680476481663898
50,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,427,0,2,,,0.0005417817673009883
51,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,815,0,2,,,0.0005926178172768
52,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,494,0,2,,,0.0005536220944604786
53,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,573,0,2,,,0.000529192415067159
54,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,601,0,2,,,0.0005478570417853494
55,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,184,0,3,,,0.0007470567517504686
56,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,672,0,2,,,0.0005433260526060648
57,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,255,0,2,,,0.0005401180412400659
58,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,173,0,2,,,0.0005622747909761754
59,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,871,0,2,,,0.0005984566260520194
60,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,553,0,2,,,0.0005341688300480995
61,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,21,0,17,,,0.0037995113586169298
62,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,751,0,2,,,0.0005369251660807732
63,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,42,0,3,,,0.0007443911839316897
64,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,530,0,3,,,0.0007927114393786845
65,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,373,0,3,,,0.000820915491480515
66,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,649,0,2,,,0.0005438919831712954
67,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,609,0,3,,,0.0007798271497731203
68,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,361,0,2,,,0.0005683404910263836
69,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,171,0,2,,,0.0005242935183950931
70,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,431,0,4,,,0.0010431682396995557
71,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,7,0,17,,,0.0037190444835565714
72,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,11,0,8,,,0.001830158736842656
73,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,146,0,2,,,0.0005283222867353531
74,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,165,0,2,,,0.0005303954396237739
75,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,221,0,3,,,0.0007515266338958431
76,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,776,0,2,,,0.0005688242243099999
77,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,442,0,2,,,0.0005588884758263794
78,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,834,0,3,,,0.0008435393510359149
79,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,518,0,6,,,0.00151672742479735
80,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,906,0,2,,,0.0005532051493472575
81,PATCH,1000,2,0.3,0.9,0.4,0.4,1713489239,,568,0,2,,,0.0005449341713267173
