,name,N,m,fm,h_MM,h_mm,tc,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,776,0,2,,,0.0005553708502755377
1,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,546,0,3,,,0.0008493485667460394
2,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,366,0,4,,,0.001057726162271871
3,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,917,0,2,,,0.0005867247825139198
4,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,451,0,4,,,0.0010457073449406577
5,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,540,0,2,,,0.0005667470308673232
6,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,657,0,2,,,0.0005562871132174195
7,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,899,0,2,,,0.0005751182017761847
8,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,315,0,3,,,0.0008264454863005526
9,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,81,0,14,,,0.0032100789770551975
10,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,610,0,3,,,0.0007890667582051865
11,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,416,0,4,,,0.0010179208055097928
12,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,383,0,2,,,0.0005365265418879201
13,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,407,0,2,,,0.0005595958063065652
14,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,958,0,2,,,0.0005689656012275935
15,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,532,0,2,,,0.0005575507539874633
16,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,142,0,3,,,0.0007448064737079222
17,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,912,0,2,,,0.0005666959598605105
18,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,176,0,4,,,0.001004886722883735
19,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,804,0,3,,,0.0008205169928039676
20,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,228,0,4,,,0.0010276485573181384
21,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,631,0,3,,,0.0007972213305219022
22,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,612,0,2,,,0.0005414239424218105
23,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,80,0,4,,,0.0009779093394941636
24,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,173,0,9,,,0.0022705303393373284
25,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,489,0,2,,,0.0005470937825659917
26,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,123,0,3,,,0.0007727041383399239
27,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,603,0,3,,,0.0007888544377151122
28,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,336,0,2,,,0.000511052675909287
29,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,417,0,2,,,0.0005655403574916173
30,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,948,0,2,,,0.0005753504135011098
31,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,406,0,6,,,0.0015082030222302021
32,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,267,0,2,,,0.0005454817142951614
33,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,284,0,3,,,0.0007878565639047272
34,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,693,0,2,,,0.0005431525003125787
35,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,720,0,2,,,0.0005856323616258846
36,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,989,0,2,,,0.000542678369390165
37,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,156,0,15,,,0.0034848761288455614
38,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,638,0,2,,,0.0006011735984701875
39,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,724,0,2,,,0.0005703278575546515
40,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,48,0,8,,,0.0018959560104389846
41,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,630,0,2,,,0.0005158844785369389
42,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,847,0,2,,,0.0005917026967696346
43,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,808,0,3,,,0.0008126756421267067
44,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,140,0,7,,,0.0016897482562182214
45,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,749,0,2,,,0.0005382821038819176
46,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,63,0,9,,,0.0021067990995236987
47,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,679,0,2,,,0.0005761768637646654
48,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,924,0,2,,,0.0005607287843136584
49,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,497,0,3,,,0.000804651360319969
50,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,725,0,3,,,0.000777451086967385
51,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,457,0,3,,,0.0008035068275034013
52,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,266,0,7,,,0.0016335224740871466
53,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,309,0,3,,,0.0008043818621989914
54,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,259,0,3,,,0.0007672984018990886
55,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,463,0,4,,,0.0010399170124439272
56,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,37,0,12,,,0.00266632557824655
57,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,880,0,2,,,0.0005536522565922195
58,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,573,0,4,,,0.0010083450224477595
59,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,72,0,8,,,0.0018288229949973912
60,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,524,0,2,,,0.0005638802004936455
61,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,689,0,2,,,0.0005623141296078783
62,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,51,0,11,,,0.0026431702198464672
63,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,378,0,3,,,0.0007713370866612273
64,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,12,0,7,,,0.0015779430780584313
65,PATCH,1000,2,0.2,0.9,0.8,0.4,3175018473,,446,0,2,,,0.0005601797335584744
