,name,N,fm,d,plo_M,plo_m,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,394,0,,4,7,0.0005082348318503863
1,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,510,0,,10,12,0.0007207294875732324
2,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,84,0,,24,2,0.0015616170593081716
3,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,696,0,,7,4,0.00036999710089425714
4,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,490,0,,19,8,0.001652250869796008
5,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,277,0,,1,6,0.00023489972294497166
6,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,246,0,,9,19,0.0007331811798333915
7,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,974,0,,3,6,0.00031748007501615966
8,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,234,0,,1,5,0.00016358377533373184
9,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,875,0,,2,6,0.00021064038749450757
10,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,604,0,,14,7,0.002311858860730399
11,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,493,0,,3,9,0.0003194082617332164
12,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,813,0,,1,4,0.0002367633866556506
13,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,491,0,,1,14,0.00029493229243882145
14,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,260,0,,11,7,0.001200099734387357
15,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,276,0,,1,13,0.00035921546442455493
16,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,878,0,,14,39,0.0015786328809670078
17,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,621,0,,6,8,0.00032736933859132185
18,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,300,0,,32,1,0.0017393453502691303
19,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,975,0,,1,42,0.00018627653432495476
20,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,585,0,,8,24,0.0008654812896090245
21,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,280,0,,16,7,0.001089865226043878
22,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,972,0,,14,11,0.002084438110820926
23,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,164,0,,7,18,0.0007349760393071719
24,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,728,0,,5,8,0.0005111773789574613
25,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,327,0,,8,11,0.001495520796806917
26,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,838,0,,18,1,0.0011763975598933463
27,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,229,0,,2,2,0.0005010962282042181
28,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,718,0,,15,15,0.002014463023671856
29,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,956,0,,7,6,0.0007382022116714195
30,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,439,0,,2,4,0.00030312847364249903
31,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,790,0,,35,5,0.002781068456995594
32,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,986,0,,9,15,0.0006066842870762808
33,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,326,0,,17,10,0.0016262098993473678
34,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,981,0,,3,6,0.0002333612252497235
35,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,154,0,,34,9,0.0034970913165348195
36,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,654,0,,24,9,0.0016251430096332598
37,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,390,0,,11,11,0.0016309984793269165
38,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,66,0,,24,7,0.002208033128034714
39,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,968,0,,24,9,0.0020877743646678833
40,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,264,0,,0,6,0.00015015503807056427
41,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,450,0,,14,20,0.0017829478687706433
42,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,434,0,,14,10,0.002200939634728424
43,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,338,0,,11,11,0.0009043669929358148
44,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,49,0,,18,16,0.0015042961768937336
45,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,183,0,,1,29,0.00030541954289638103
46,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,40,0,,2,43,0.0002273370597394404
47,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,256,0,,12,5,0.0014984808045620064
48,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,43,0,,6,2,0.0005510675492785624
49,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,901,0,,14,28,0.0012852248447965035
50,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,670,0,,2,7,0.00018446409305652322
51,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,850,0,,4,32,0.0004946947268696841
52,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,876,0,,6,14,0.0007105102730020643
53,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,763,0,,12,8,0.001332757951903866
54,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,226,0,,2,10,0.00022011303772092385
55,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,873,0,,0,12,0.00015015503807056427
56,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,282,0,,17,7,0.0018454315423008752
57,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,900,0,,0,10,0.00015015503807056427
58,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,420,0,,19,11,0.0014994795583876
59,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,204,0,,1,9,0.00016415732116822673
60,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,835,0,,1,3,0.0003760775990147956
61,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,400,0,,12,14,0.0013597171233127661
62,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,777,0,,10,7,0.0006710300785576765
63,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,954,0,,1,3,0.00029590934349646534
64,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,397,0,,10,14,0.0007551615073128334
65,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,730,0,,12,1,0.000653899633598407
66,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,195,0,,9,15,0.0006399691701445796
67,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,677,0,,6,3,0.0014267919337036638
68,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,926,0,,2,11,0.00039569642529368695
69,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,967,0,,6,9,0.00038789803434707306
70,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,887,0,,22,14,0.003176445486858887
71,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,34,0,,7,5,0.0007426453782718451
72,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,464,0,,2,19,0.00018129478296828738
73,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,90,0,,14,12,0.001512186106065555
74,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,736,0,,3,3,0.00017057856050271646
75,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,160,0,,2,5,0.000244849445364663
76,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,588,0,,3,10,0.0002456897931417613
77,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,508,0,,37,13,0.0032503694588176713
78,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,237,0,,1,19,0.00022021031660302535
79,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,776,0,,11,3,0.0011924326680974977
80,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,252,0,,16,14,0.0015361834608596798
81,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,376,0,,15,10,0.0012869794369780613
82,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,747,0,,9,4,0.0006135582778289717
83,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,735,0,,0,3,0.00015015503807056427
84,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,529,0,,46,5,0.0038421807999777973
85,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,303,0,,4,4,0.0005659241477518552
86,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,830,0,,18,2,0.001393502708991591
87,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,163,0,,29,3,0.0020512833301921845
88,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,826,0,,7,8,0.0005860653978832914
89,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,502,0,,6,8,0.0005019164735209196
90,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,934,0,,21,8,0.001418435700310369
91,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,322,0,,2,7,0.00042360638908143654
92,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,780,0,,16,9,0.0011363849977544295
93,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,78,0,,5,5,0.0005392058534309246
94,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,572,0,,5,5,0.000410379765937986
95,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,345,0,,2,4,0.00022822538828943482
96,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,85,0,,0,6,0.00015015503807056427
97,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,863,0,,2,12,0.00022442897981016
98,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,568,0,,2,7,0.0004998630837813101
99,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,570,0,,2,10,0.00021370677332379338
100,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,480,0,,5,10,0.00026920876748675584
101,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,414,0,,13,15,0.0008043015313610624
102,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,564,0,,23,7,0.0018170280480773145
103,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,124,0,,11,1,0.0013778748324798362
104,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,737,0,,23,2,0.0022098636429557857
105,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,987,0,,13,7,0.0012144571148152295
106,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,7,0,,1,7,0.00015464891030905783
107,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,628,0,,9,15,0.0006535420942665819
108,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,754,0,,38,10,0.0038393033671045474
109,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,481,0,,26,4,0.0019659387120551427
110,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,800,0,,5,4,0.0006420244221080222
111,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,62,0,,17,5,0.0017135536737161667
112,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,587,0,,17,5,0.0011627418518477444
113,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,465,0,,9,6,0.0010050545482336948
114,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,231,0,,22,4,0.0019081478042166046
115,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,255,0,,12,8,0.0006258783760814155
116,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,990,0,,13,7,0.001399274137704161
117,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,852,0,,18,4,0.0014378674634983185
118,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,720,0,,5,10,0.0006554647650066463
119,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,984,0,,4,14,0.0003089443009622018
120,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,76,0,,2,35,0.00035330395915987193
121,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,712,0,,0,8,0.00015015503807056427
122,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,521,0,,16,11,0.0016055183882637528
123,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,769,0,,10,19,0.0010717083165305745
124,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,530,0,,14,5,0.0013319631912698663
125,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,685,0,,6,5,0.001147856803123489
126,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,999,0,,6,7,0.0006627007895169939
127,DPA,1000,0.2,0.01,2.5,2.5,3520135547,,494,0,,1,6,0.00018641995830413486
