,name,N,fm,d,plo_M,plo_m,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,DPA,1000,0.2,0.01,1.5,1.5,342650952,,749,0,,8,0,0.0015286343630709588
1,DPA,1000,0.2,0.01,1.5,1.5,342650952,,159,0,,6,0,0.0007058951967893394
2,DPA,1000,0.2,0.01,1.5,1.5,342650952,,666,0,,9,10,0.000709535637711917
3,DPA,1000,0.2,0.01,1.5,1.5,342650952,,11,0,,12,0,0.0007443562442561077
4,DPA,1000,0.2,0.01,1.5,1.5,342650952,,684,0,,12,28,0.0015659758505174872
5,DPA,1000,0.2,0.01,1.5,1.5,342650952,,521,0,,11,0,0.0010147236658207307
6,DPA,1000,0.2,0.01,1.5,1.5,342650952,,312,0,,7,0,0.0006954433271949992
7,DPA,1000,0.2,0.01,1.5,1.5,342650952,,726,0,,9,0,0.0011667850665105961
8,DPA,1000,0.2,0.01,1.5,1.5,342650952,,183,0,,14,0,0.0011138436851263187
9,DPA,1000,0.2,0.01,1.5,1.5,342650952,,451,0,,13,1,0.000837886200088798
10,DPA,1000,0.2,0.01,1.5,1.5,342650952,,972,0,,11,5,0.0009216353849188763
11,DPA,1000,0.2,0.01,1.5,1.5,342650952,,176,0,,19,0,0.001739482881193621
12,DPA,1000,0.2,0.01,1.5,1.5,342650952,,49,0,,11,0,0.003835080132638329
13,DPA,1000,0.2,0.01,1.5,1.5,342650952,,100,0,,10,1,0.0013375069039388268
14,DPA,1000,0.2,0.01,1.5,1.5,342650952,,942,0,,8,2,0.0007749876037957282
15,DPA,1000,0.2,0.01,1.5,1.5,342650952,,56,0,,15,4,0.0008317106468894951
16,DPA,1000,0.2,0.01,1.5,1.5,342650952,,622,0,,8,0,0.0007061715577239459
17,DPA,1000,0.2,0.01,1.5,1.5,342650952,,906,0,,13,1,0.000885438428412154
18,DPA,1000,0.2,0.01,1.5,1.5,342650952,,475,0,,10,0,0.0019381016531158683
19,DPA,1000,0.2,0.01,1.5,1.5,342650952,,901,0,,15,0,0.0015140905068601225
20,DPA,1000,0.2,0.01,1.5,1.5,342650952,,661,0,,10,1,0.0007323982200896567
21,DPA,1000,0.2,0.01,1.5,1.5,342650952,,83,0,,12,0,0.0008122210955522148
22,DPA,1000,0.2,0.01,1.5,1.5,342650952,,818,0,,8,0,0.0007038144084797862
23,DPA,1000,0.2,0.01,1.5,1.5,342650952,,202,0,,8,0,0.0007004921485273078
24,DPA,1000,0.2,0.01,1.5,1.5,342650952,,546,0,,14,0,0.0008908258435595804
25,DPA,1000,0.2,0.01,1.5,1.5,342650952,,672,0,,8,0,0.0007497877630586324
26,DPA,1000,0.2,0.01,1.5,1.5,342650952,,483,0,,12,0,0.0007481035147279307
27,DPA,1000,0.2,0.01,1.5,1.5,342650952,,278,0,,7,0,0.0010342705727378195
28,DPA,1000,0.2,0.01,1.5,1.5,342650952,,779,0,,9,1,0.0009203714921066511
29,DPA,1000,0.2,0.01,1.5,1.5,342650952,,254,0,,8,114,0.000864688404159982
30,DPA,1000,0.2,0.01,1.5,1.5,342650952,,573,0,,16,0,0.003545707109427332
31,DPA,1000,0.2,0.01,1.5,1.5,342650952,,660,0,,6,1,0.0010964916235720336
32,DPA,1000,0.2,0.01,1.5,1.5,342650952,,467,0,,12,0,0.0007897678919256804
33,DPA,1000,0.2,0.01,1.5,1.5,342650952,,439,0,,15,0,0.0016347055025436436
34,DPA,1000,0.2,0.01,1.5,1.5,342650952,,560,0,,10,1,0.0007574812448278335
35,DPA,1000,0.2,0.01,1.5,1.5,342650952,,807,0,,7,0,0.0006967010672356747
36,DPA,1000,0.2,0.01,1.5,1.5,342650952,,268,0,,15,1,0.0009350306084083429
37,DPA,1000,0.2,0.01,1.5,1.5,342650952,,470,0,,7,3,0.0006953532037706527
38,DPA,1000,0.2,0.01,1.5,1.5,342650952,,924,0,,11,2,0.0018276347135044847
39,DPA,1000,0.2,0.01,1.5,1.5,342650952,,934,0,,18,10,0.0016512664692045925
40,DPA,1000,0.2,0.01,1.5,1.5,342650952,,413,0,,11,0,0.0008773529619816487
41,DPA,1000,0.2,0.01,1.5,1.5,342650952,,456,0,,11,0,0.0013179727682730532
42,DPA,1000,0.2,0.01,1.5,1.5,342650952,,43,0,,12,1,0.004954699647527462
43,DPA,1000,0.2,0.01,1.5,1.5,342650952,,528,0,,11,0,0.0014696866452338377
44,DPA,1000,0.2,0.01,1.5,1.5,342650952,,391,0,,11,0,0.0007968346257752313
45,DPA,1000,0.2,0.01,1.5,1.5,342650952,,412,0,,5,0,0.000693407116274491
46,DPA,1000,0.2,0.01,1.5,1.5,342650952,,69,0,,8,0,0.0009052590853730342
47,DPA,1000,0.2,0.01,1.5,1.5,342650952,,700,0,,12,7,0.0009594066443489592
48,DPA,1000,0.2,0.01,1.5,1.5,342650952,,765,0,,10,0,0.0007106602394959385
49,DPA,1000,0.2,0.01,1.5,1.5,342650952,,655,0,,8,0,0.0007044315293303995
50,DPA,1000,0.2,0.01,1.5,1.5,342650952,,970,0,,7,0,0.000710810483179686
51,DPA,1000,0.2,0.01,1.5,1.5,342650952,,743,0,,10,6,0.0014330578799423648
52,DPA,1000,0.2,0.01,1.5,1.5,342650952,,822,0,,11,0,0.0008352721123245538
53,DPA,1000,0.2,0.01,1.5,1.5,342650952,,525,0,,5,0,0.0006932178611642011
54,DPA,1000,0.2,0.01,1.5,1.5,342650952,,105,0,,7,0,0.0006968903223459645
55,DPA,1000,0.2,0.01,1.5,1.5,342650952,,402,0,,9,5,0.0007258311513294132
56,DPA,1000,0.2,0.01,1.5,1.5,342650952,,647,0,,11,0,0.0010467392808527693
57,DPA,1000,0.2,0.01,1.5,1.5,342650952,,225,0,,13,1,0.0009461246549155532
58,DPA,1000,0.2,0.01,1.5,1.5,342650952,,311,0,,10,0,0.0011245151205191866
59,DPA,1000,0.2,0.01,1.5,1.5,342650952,,428,0,,13,0,0.0008734040743302809
60,DPA,1000,0.2,0.01,1.5,1.5,342650952,,516,0,,14,4,0.0007501028471847257
61,DPA,1000,0.2,0.01,1.5,1.5,342650952,,634,0,,6,0,0.000762728268918143
62,DPA,1000,0.2,0.01,1.5,1.5,342650952,,377,0,,8,0,0.000708380884878244
63,DPA,1000,0.2,0.01,1.5,1.5,342650952,,722,0,,5,0,0.0006932178611642011
64,DPA,1000,0.2,0.01,1.5,1.5,342650952,,608,0,,14,1,0.0012687784968055111
65,DPA,1000,0.2,0.01,1.5,1.5,342650952,,7,0,,7,1,0.0007470805006734192
66,DPA,1000,0.2,0.01,1.5,1.5,342650952,,741,0,,12,0,0.0009362919008641732
67,DPA,1000,0.2,0.01,1.5,1.5,342650952,,870,0,,7,0,0.0006953532037706527
68,DPA,1000,0.2,0.01,1.5,1.5,342650952,,517,0,,7,0,0.000719199151901814
69,DPA,1000,0.2,0.01,1.5,1.5,342650952,,858,0,,13,0,0.0009343981292739609
