,name,N,fm,d,plo_M,plo_m,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,569,0,,6,0,0.00032707567158180066
1,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,957,0,,8,2,0.00040648037380769305
2,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,667,0,,8,1,0.0003532684875739817
3,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,923,0,,11,4,0.0016230995640811696
4,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,813,0,,9,0,0.0013927942956663507
5,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,805,0,,5,1,0.00024626835787731785
6,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,926,0,,14,0,0.0027639137262262087
7,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,577,0,,15,1,0.001539880708782946
8,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,163,0,,6,8,0.0002711156726080602
9,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,878,0,,10,6,0.0006058333251171395
10,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,459,0,,8,4,0.0007950694774800654
11,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,592,0,,6,4,0.0006197817679278789
12,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,828,0,,10,1,0.0020339468584995644
13,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,580,0,,6,2,0.0003779425342747138
14,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,548,0,,11,1,0.0007905906705097541
15,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,844,0,,8,9,0.0003679618298205184
16,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,699,0,,9,4,0.0007441670760058728
17,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,232,0,,10,4,0.0020604774453451425
18,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,468,0,,18,2,0.002197589985400623
19,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,282,0,,8,15,0.0007301466536908995
20,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,961,0,,8,5,0.0003666007565910916
21,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,622,0,,11,2,0.0005195213949022662
22,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,445,0,,11,3,0.003123982466854103
23,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,791,0,,11,0,0.0008614659428015652
24,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,441,0,,7,1,0.0005309015801159961
25,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,757,0,,17,24,0.0026659219719808694
26,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,563,0,,10,1,0.0005930268681130898
27,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,255,0,,8,6,0.0004042747936029968
28,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,47,0,,6,3,0.0002455859643629662
29,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,140,0,,9,1,0.002139877395977728
30,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,982,0,,5,2,0.000324308114136183
31,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,681,0,,6,3,0.00027837756268211293
32,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,560,0,,9,3,0.0004594139331492045
33,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,29,0,,15,1,0.0007498236346572933
34,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,477,0,,15,0,0.0022233939810672497
35,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,834,0,,10,7,0.001084375579597906
36,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,503,0,,10,6,0.0006403585512043346
37,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,889,0,,13,1,0.0006572246645447746
38,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,987,0,,5,1,0.00039552439582666253
39,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,110,0,,6,7,0.000578755407564024
40,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,427,0,,10,3,0.0017899427496268236
41,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,120,0,,14,1,0.0012211144301259773
42,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,406,0,,8,0,0.0003614726185808316
43,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,238,0,,14,1,0.0008471753146893565
44,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,74,0,,16,1,0.001418695820841592
45,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,830,0,,9,2,0.00029145591504981764
46,DPA,1000,0.1,0.01,2.5,1.5,3225572147,,174,0,,13,3,0.0003963153666276
