,name,N,fm,d,plo_M,plo_m,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,323,0,,35,17,0.0010782468587250756
1,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,490,0,,54,20,0.0017131353987702978
2,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,378,0,,30,9,0.0010645671856755919
3,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,707,0,,8,8,0.00022953086605517582
4,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,655,0,,23,11,0.0006478489448867561
5,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,105,0,,42,37,0.001265642007687594
6,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,951,0,,23,21,0.000889771740026202
7,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,993,0,,30,23,0.001004013201830932
8,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,967,0,,26,10,0.0011855079738288313
9,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,563,0,,32,9,0.0012191186933098194
10,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,552,0,,25,22,0.0007496125890201769
11,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,164,0,,32,6,0.0010271027530172419
12,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,311,0,,21,33,0.0007094378812555314
13,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,221,0,,29,31,0.0010209759629340991
14,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,521,0,,17,7,0.0005142289684963345
15,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,860,0,,42,9,0.0016197758817212392
16,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,956,0,,26,13,0.0006719567234772128
17,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,507,0,,25,7,0.0006643914153190587
18,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,921,0,,24,19,0.0009104660240047784
19,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,270,0,,37,39,0.0008374320174162533
20,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,208,0,,52,6,0.0019679101114412857
21,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,129,0,,31,7,0.0009532706926740622
22,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,620,0,,31,13,0.0008672703374367233
23,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,608,0,,21,9,0.0008229474996918849
24,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,383,0,,23,506,0.0008877848973322278
25,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,246,0,,23,43,0.0005686501995166697
26,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,625,0,,23,13,0.0005640817510930523
27,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,555,0,,31,9,0.000954858428577702
28,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,677,0,,33,27,0.0011363201806618881
29,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,106,0,,42,9,0.0016783007140785038
30,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,758,0,,38,29,0.0008356887383046954
31,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,799,0,,29,10,0.0008615586567101065
32,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,495,0,,21,24,0.0008055787157298693
33,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,274,0,,27,10,0.0010199551584218662
34,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,986,0,,28,13,0.0011479081850516621
35,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,844,0,,20,13,0.0007889255129811324
36,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,142,0,,23,29,0.000613979664562408
37,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,226,0,,34,14,0.00105510183270813
38,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,180,0,,15,9,0.00046890097583031484
39,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,161,0,,38,9,0.0011688959387328628
40,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,265,0,,43,48,0.0013484423842358322
41,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,307,0,,40,17,0.0016589769560992063
42,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,406,0,,37,6,0.0014574118268011443
43,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,342,0,,18,6,0.000735196083564166
44,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,18,0,,32,31,0.0009624140478228003
45,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,191,0,,11,6,0.00029928362059403435
46,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,856,0,,31,6,0.0010996235958765043
47,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,556,0,,34,8,0.0012328034621370925
48,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,839,0,,38,16,0.0011614932155927808
49,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,215,0,,13,12,0.0004565288266433219
50,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,567,0,,39,3,0.001521607367638591
51,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,792,0,,28,11,0.0006068699556583553
52,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,590,0,,31,9,0.001501404058319355
53,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,589,0,,24,77,0.0007364979325753829
54,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,914,0,,28,35,0.0008622703217044597
55,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,894,0,,22,6,0.0004480015179659784
56,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,202,0,,30,11,0.0008890199584088965
57,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,42,0,,37,12,0.0012308618020775814
58,DPA,1000,0.1,0.03,2.5,1.5,1753789269,,670,0,,28,20,0.0009736407705411921
