,name,N,fm,d,plo_M,plo_m,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,538,0,,33,21,0.002724846666241818
1,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,855,0,,37,0,0.000747695641178074
2,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,1,0,,29,2,0.0004588109423003529
3,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,38,0,,24,1,0.0005724183374092736
4,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,51,0,,34,0,0.0006518354881293406
5,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,974,0,,25,24,0.000439366183892494
6,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,941,0,,19,2,0.0003576987954031185
7,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,943,0,,27,3,0.0004133529602806336
8,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,475,0,,34,4,0.0020125572572986796
9,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,919,0,,25,8,0.0008578656159476819
10,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,455,0,,19,2,0.00048282146050937735
11,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,126,0,,30,3,0.0006350283830893698
12,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,763,0,,35,2,0.0008500666091652138
13,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,630,0,,35,14,0.0018221724960187785
14,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,598,0,,27,22,0.0011312696303709708
15,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,679,0,,27,0,0.0004826392626638472
16,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,602,0,,24,1,0.0007699241563051543
17,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,37,0,,43,0,0.0014592200434209394
18,DPA,1000,0.1,0.03,1.5,1.5,4247038284,,5,0,,33,10,0.00070754261510929
