,name,N,fm,d,h_MM,h_mm,plo_M,plo_m,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,142,0,,0,15,0.0001704988471204572
1,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,420,0,,0,1,0.0001704988471204572
2,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,666,0,,0,0,0.0001704988471204572
3,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,919,0,,0,1,0.0001704988471204572
4,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,474,0,,0,4,0.0001704988471204572
5,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,468,0,,3,51,0.00024371791001162734
6,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,252,0,,0,2,0.0001704988471204572
7,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,186,0,,0,1,0.0001704988471204572
8,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,138,0,,0,4,0.0001704988471204572
9,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,93,0,,0,1,0.0001704988471204572
10,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,627,0,,0,4,0.0001704988471204572
11,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,980,0,,0,5,0.0001704988471204572
12,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,594,0,,0,1,0.0001704988471204572
13,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,595,0,,0,9,0.0001704988471204572
14,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,387,0,,0,10,0.0001704988471204572
15,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,190,0,,0,30,0.0001704988471204572
16,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,411,0,,0,0,0.0001704988471204572
17,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,25,0,,0,0,0.0001704988471204572
18,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,288,0,,0,0,0.0001704988471204572
19,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,663,0,,0,1,0.0001704988471204572
20,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,225,0,,0,40,0.0001704988471204572
21,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,82,0,,0,2,0.0001704988471204572
22,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,807,0,,0,2,0.0001704988471204572
23,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,900,0,,12,9,0.0020362311234473057
24,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,375,0,,0,31,0.0001704988471204572
25,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,931,0,,0,9,0.0001704988471204572
26,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,923,0,,0,3,0.0001704988471204572
27,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,736,0,,9,17,0.0007228479203775371
28,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,344,0,,0,5,0.0001704988471204572
29,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,855,0,,0,1,0.0001704988471204572
30,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,160,0,,0,0,0.0001704988471204572
31,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,723,0,,2,19,0.0018140475136549342
32,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,121,0,,0,16,0.0001704988471204572
33,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,369,0,,0,7,0.0001704988471204572
34,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,350,0,,0,5,0.0001704988471204572
35,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,722,0,,0,1,0.0001704988471204572
36,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,685,0,,0,2,0.0001704988471204572
37,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,630,0,,0,1,0.0001704988471204572
38,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,2,0,,0,8,0.0001704988471204572
39,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,910,0,,0,23,0.0001704988471204572
40,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,372,0,,0,0,0.0001704988471204572
41,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,670,0,,1,4,0.0015532787867345269
42,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,925,0,,1,4,0.00018295824333292368
43,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,24,0,,0,49,0.0001704988471204572
44,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,391,0,,0,1,0.0001704988471204572
45,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,247,0,,0,1,0.0001704988471204572
46,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,962,0,,0,0,0.0001704988471204572
47,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,197,0,,0,0,0.0001704988471204572
48,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,897,0,,1,16,0.0003231809936112815
49,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,250,0,,0,1,0.0001704988471204572
50,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,918,0,,0,4,0.0001704988471204572
51,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,903,0,,0,9,0.0001704988471204572
52,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,469,0,,0,5,0.0001704988471204572
53,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,581,0,,0,1,0.0001704988471204572
54,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,754,0,,0,13,0.0001704988471204572
55,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,802,0,,0,5,0.0001704988471204572
56,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,308,0,,0,2,0.0001704988471204572
57,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,872,0,,0,1,0.0001704988471204572
58,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,795,0,,0,1,0.0001704988471204572
59,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,490,0,,0,0,0.0001704988471204572
60,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,647,0,,1,6,0.0003231809936112815
61,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,53,0,,0,3,0.0001704988471204572
62,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,817,0,,6,29,0.0004661740629512857
63,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,779,0,,0,0,0.0001704988471204572
64,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,793,0,,0,3,0.0001704988471204572
65,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,378,0,,18,68,0.0030888681263242443
66,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,964,0,,0,4,0.0001704988471204572
67,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,953,0,,14,12,0.0019380030837622096
68,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,574,0,,0,2,0.0001704988471204572
69,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,255,0,,0,3,0.0001704988471204572
70,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,806,0,,15,51,0.0016281552534199981
71,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,848,0,,0,16,0.0001704988471204572
72,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,42,0,,0,2,0.0001704988471204572
73,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,871,0,,0,0,0.0001704988471204572
74,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,313,0,,1,3,0.0017742407983564353
75,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,26,0,,0,2,0.0001704988471204572
76,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,232,0,,0,1,0.0001704988471204572
77,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,440,0,,14,71,0.009691215519042187
78,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,89,0,,4,31,0.00031173495719847986
79,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,305,0,,0,4,0.0001704988471204572
80,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,460,0,,0,2,0.0001704988471204572
81,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,218,0,,0,2,0.0001704988471204572
82,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,149,0,,0,0,0.0001704988471204572
83,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,895,0,,1,11,0.0003231809936112815
84,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,634,0,,0,1,0.0001704988471204572
85,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,951,0,,0,3,0.0001704988471204572
86,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,949,0,,0,10,0.0001704988471204572
87,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,734,0,,0,4,0.0001704988471204572
88,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,970,0,,24,147,0.006443406376784571
89,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,937,0,,0,4,0.0001704988471204572
90,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,644,0,,0,1,0.0001704988471204572
91,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,338,0,,0,4,0.0001704988471204572
92,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,151,0,,0,11,0.0001704988471204572
93,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,404,0,,24,91,0.005197792075592403
94,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,867,0,,0,32,0.0001704988471204572
95,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,136,0,,0,2,0.0001704988471204572
96,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,377,0,,15,30,0.008404340703993712
97,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,532,0,,0,1,0.0001704988471204572
98,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,660,0,,12,6,0.0005522598480173376
99,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,586,0,,9,10,0.00032583087902125454
100,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,489,0,,0,12,0.0001704988471204572
101,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,300,0,,0,3,0.0001704988471204572
102,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,804,0,,0,1,0.0001704988471204572
103,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,988,0,,0,0,0.0001704988471204572
104,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,374,0,,0,0,0.0001704988471204572
105,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,470,0,,0,3,0.0001704988471204572
106,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,505,0,,0,8,0.0001704988471204572
107,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,290,0,,0,0,0.0001704988471204572
108,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,438,0,,0,1,0.0001704988471204572
109,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,32,0,,0,0,0.0001704988471204572
110,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,35,0,,0,1,0.0001704988471204572
111,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,95,0,,0,2,0.0001704988471204572
112,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,826,0,,15,56,0.000648699260894295
113,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,81,0,,0,3,0.0001704988471204572
114,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,383,0,,6,31,0.0003776344558396905
115,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,98,0,,0,8,0.0001704988471204572
116,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,865,0,,0,0,0.0001704988471204572
117,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,27,0,,0,20,0.0001704988471204572
118,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,520,0,,0,2,0.0001704988471204572
119,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,691,0,,1,1,0.006588892635970827
120,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,314,0,,0,1,0.0001704988471204572
121,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,621,0,,0,1,0.0001704988471204572
122,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,577,0,,0,11,0.0001704988471204572
123,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,265,0,,0,15,0.0001704988471204572
124,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,33,0,,0,9,0.0001704988471204572
125,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,940,0,,0,6,0.0001704988471204572
126,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,310,0,,0,3,0.0001704988471204572
127,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,640,0,,0,2,0.0001704988471204572
128,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,864,0,,0,2,0.0001704988471204572
129,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,441,0,,0,1,0.0001704988471204572
130,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,493,0,,0,7,0.0001704988471204572
131,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,224,0,,20,25,0.021435203495098747
132,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,671,0,,0,2,0.0001704988471204572
133,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,455,0,,0,11,0.0001704988471204572
134,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,66,0,,0,1,0.0001704988471204572
135,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,732,0,,0,0,0.0001704988471204572
136,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,812,0,,0,0,0.0001704988471204572
137,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,327,0,,0,4,0.0001704988471204572
138,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,928,0,,0,0,0.0001704988471204572
139,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,297,0,,0,0,0.0001704988471204572
140,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,760,0,,0,1,0.0001704988471204572
141,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,454,0,,0,0,0.0001704988471204572
142,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,984,0,,0,3,0.0001704988471204572
143,DPAH,1000,0.1,0.01,0.0,0.3,1.5,2.5,2463088778,,708,0,,0,12,0.0001704988471204572
