,name,N,fm,d,h_MM,h_mm,plo_M,plo_m,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,863,0,,11,11,0.0003533156943893544
1,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,870,0,,9,42,0.0002530734152811723
2,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,146,0,,12,99,0.0005611687158612052
3,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,86,0,,13,38,0.0010654884268288894
4,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,928,0,,12,8,0.001844718017573255
5,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,724,0,,15,9,0.000928426950305979
6,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,673,0,,13,97,0.0011460068383732833
7,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,617,0,,10,9,0.000434460614482203
8,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,235,0,,5,7,0.00019431254129798547
9,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,394,0,,15,99,0.0009178032244866281
10,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,830,0,,10,5,0.0004902102904073909
11,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,353,0,,7,12,0.00021768431231837198
12,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,231,0,,12,54,0.0005672697720735829
13,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,121,0,,10,76,0.0003953457142410301
14,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,222,0,,7,6,0.0002342454161860735
15,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,638,0,,9,16,0.0009220363504782153
16,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,629,0,,9,27,0.00029643009041566896
17,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,365,0,,9,11,0.0008192689100752815
18,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,399,0,,8,5,0.00025996044980549244
19,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,68,0,,8,5,0.00030422145850031305
20,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,827,0,,12,9,0.0005138031921730439
21,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,57,0,,9,18,0.0002715787611105698
22,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,418,0,,11,88,0.00037742713711072707
23,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,777,0,,7,2,0.00021803417280944672
24,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,686,0,,8,2,0.0004353982273103885
25,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,307,0,,9,7,0.0003026533035483861
26,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,903,0,,8,30,0.00026715282297251375
27,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,374,0,,7,1,0.0002599395228845279
28,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,134,0,,8,13,0.00023108659611517833
29,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,303,0,,13,37,0.0005969542956260961
30,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,622,0,,3,2,0.0001763403138218426
31,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,965,0,,10,5,0.0005062224395166926
32,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,890,0,,9,4,0.0006438291456977028
33,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,291,0,,11,44,0.0004920623508068611
34,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,196,0,,13,19,0.0006562869339865782
35,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,530,0,,16,91,0.001719124671638791
36,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,574,0,,16,30,0.0009787670738607118
37,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,672,0,,14,9,0.0005546822865744919
38,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,908,0,,8,20,0.00041397546241227174
39,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,268,0,,12,6,0.0007231226431330528
40,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,938,0,,8,2,0.00026889484566575486
41,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,678,0,,5,18,0.00019552908706294567
42,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,698,0,,7,22,0.0006006809349401895
43,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,545,0,,5,7,0.00019574665329863975
44,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,794,0,,13,80,0.0007985726044017037
45,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,14,0,,18,97,0.001336840682442266
46,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,771,0,,11,5,0.0005699688144141948
47,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,599,0,,10,20,0.0003149188892429045
48,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,385,0,,13,99,0.0005554238525636929
49,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,48,0,,10,4,0.00030019052671681625
50,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,765,0,,8,5,0.0010311502446693499
51,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,739,0,,14,49,0.0012634267583993839
52,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,844,0,,11,4,0.0013323743805036124
53,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,411,0,,16,62,0.0025046935587141545
54,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,323,0,,4,7,0.00018269422999290814
55,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,331,0,,17,7,0.001567089424869325
56,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,661,0,,16,74,0.0011486516414590628
57,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,710,0,,8,2,0.00026889484566575486
58,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,348,0,,8,50,0.0005723260450033377
59,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,176,0,,13,20,0.0005615506342210146
60,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,233,0,,6,3,0.00020858151036867725
61,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,715,0,,11,98,0.0004983699967820392
62,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,425,0,,8,5,0.00024764769998287986
63,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,524,0,,17,15,0.0009248885691232766
64,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,367,0,,9,3,0.00028251469569825534
65,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,359,0,,5,9,0.00019552908706294567
66,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,961,0,,9,6,0.00032121049460478903
67,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,426,0,,11,5,0.0003572280483251655
68,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,942,0,,3,1,0.0001763403138218426
69,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,612,0,,10,2,0.00034354720185131294
70,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,807,0,,11,99,0.0007321329174021213
71,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,778,0,,12,27,0.0013300012204795588
72,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,201,0,,12,42,0.0003875953915146712
73,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,481,0,,7,4,0.00021768431231837198
74,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,185,0,,5,2,0.00019552908706294567
75,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,462,0,,8,3,0.00023108659611517833
76,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,556,0,,10,8,0.00029216532500175673
77,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,926,0,,11,23,0.0004309935421784567
78,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,423,0,,15,59,0.0005644791911248068
79,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,328,0,,9,4,0.00024270490742025566
80,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,448,0,,9,15,0.0006030369099652688
81,DPAH,1000,0.1,0.03,0.0,0.1,1.5,1.5,1766800425,,719,0,,9,12,0.000574310523143872
