,name,N,fm,d,h_MM,h_mm,plo_M,plo_m,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,9,0,,3,10,0.00023743291636091612
1,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,21,0,,9,2,0.0005932295699986744
2,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,170,0,,9,2,0.0005539923762668696
3,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,812,0,,5,6,0.0003908396551748777
4,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,960,0,,6,3,0.00035574902689000377
5,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,408,0,,12,1,0.001149283686184166
6,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,861,0,,4,1,0.0002732378825790015
7,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,798,0,,7,10,0.0005263827559609244
8,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,895,0,,0,1,0.00015610365282547596
9,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,92,0,,10,3,0.0009021271697828839
10,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,838,0,,7,4,0.0003883439125075943
11,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,530,0,,3,7,0.00023743291636091612
12,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,928,0,,4,8,0.00028812249384475483
13,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,266,0,,10,6,0.000627299350896778
14,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,923,0,,2,1,0.00021750881312738825
15,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,947,0,,7,1,0.0005678949974072909
16,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,230,0,,2,2,0.00021750881312738825
17,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,919,0,,7,5,0.0004333215885813619
18,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,669,0,,9,7,0.0008510096747942591
19,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,996,0,,6,3,0.0004929164292471096
20,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,510,0,,3,2,0.00023743291636091612
21,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,348,0,,3,4,0.00023743291636091612
22,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,569,0,,11,7,0.00106548198268354
23,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,780,0,,8,2,0.0008172032390537284
24,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,568,0,,12,8,0.0013813939596748707
25,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,980,0,,5,2,0.00033200253570377954
26,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,134,0,,9,2,0.0007091384994763315
27,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,804,0,,9,3,0.0007782606968408507
28,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,156,0,,8,2,0.0007150140309130488
29,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,739,0,,10,6,0.0007480990471080797
30,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,972,0,,0,0,0.00015610365282547596
31,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,276,0,,0,0,0.00015610365282547596
32,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,583,0,,5,2,0.0003199440606719184
33,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,193,0,,7,8,0.0005605352047281739
34,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,809,0,,6,2,0.0006592714086500285
35,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,378,0,,7,4,0.0003942241346403767
36,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,496,0,,8,3,0.0005053393487590942
37,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,486,0,,6,2,0.00042435287910062375
38,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,352,0,,5,5,0.00033200253570377954
39,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,473,0,,13,4,0.0012994328965167251
40,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,788,0,,13,3,0.002491847221495164
41,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,662,0,,4,3,0.0006240974153010584
42,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,927,0,,4,4,0.00030973212742277725
43,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,13,0,,14,3,0.0008814222081159202
44,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,441,0,,2,2,0.00021750881312738825
45,DPAH,1000,0.1,0.01,0.0,0.2,2.5,1.5,3782256328,,826,0,,10,7,0.0007459955973545386
