,name,N,fm,d,h_MM,h_mm,plo_M,plo_m,seed,network_id,node,label,degree,indegree,outdegree,pagerank
0,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,213,0,,0,14,0.00016454585344449378
1,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,258,0,,0,46,0.00016454585344449378
2,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,909,0,,0,6,0.00016454585344449378
3,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,689,0,,0,4,0.00016454585344449378
4,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,476,0,,0,0,0.00016454585344449378
5,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,515,0,,0,50,0.00016454585344449378
6,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,779,0,,0,63,0.00016454585344449378
7,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,652,0,,0,2,0.00016454585344449378
8,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,849,0,,0,1,0.00016454585344449378
9,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,952,0,,0,2,0.00016454585344449378
10,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,117,0,,0,3,0.00016454585344449378
11,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,715,0,,0,1,0.00016454585344449378
12,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,556,0,,0,2,0.00016454585344449378
13,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,910,0,,0,34,0.00016454585344449378
14,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,786,0,,0,8,0.00016454585344449378
15,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,610,0,,0,1,0.00016454585344449378
16,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,956,0,,0,40,0.00016454585344449378
17,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,644,0,,0,3,0.00016454585344449378
18,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,765,0,,0,73,0.00016454585344449378
19,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,305,0,,0,3,0.00016454585344449378
20,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,955,0,,0,45,0.00016454585344449378
21,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,916,0,,0,2,0.00016454585344449378
22,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,29,0,,0,14,0.00016454585344449378
23,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,269,0,,0,19,0.00016454585344449378
24,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,591,0,,0,1,0.00016454585344449378
25,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,434,0,,0,58,0.00016454585344449378
26,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,268,0,,0,2,0.00016454585344449378
27,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,325,0,,0,2,0.00016454585344449378
28,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,844,0,,0,18,0.00016454585344449378
29,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,659,0,,0,9,0.00016454585344449378
30,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,133,0,,0,8,0.00016454585344449378
31,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,961,0,,0,2,0.00016454585344449378
32,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,968,0,,0,1,0.00016454585344449378
33,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,317,0,,0,4,0.00016454585344449378
34,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,741,0,,0,0,0.00016454585344449378
35,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,384,0,,0,7,0.00016454585344449378
36,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,24,0,,0,14,0.00016454585344449378
37,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,81,0,,0,24,0.00016454585344449378
38,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,488,0,,0,41,0.00016454585344449378
39,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,766,0,,0,66,0.00016454585344449378
40,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,161,0,,0,51,0.00016454585344449378
41,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,896,0,,0,0,0.00016454585344449378
42,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,168,0,,0,0,0.00016454585344449378
43,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,865,0,,0,13,0.00016454585344449378
44,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,256,0,,0,4,0.00016454585344449378
45,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,723,0,,0,5,0.00016454585344449378
46,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,106,0,,0,26,0.00016454585344449378
47,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,517,0,,0,1,0.00016454585344449378
48,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,586,0,,0,1,0.00016454585344449378
49,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,866,0,,0,2,0.00016454585344449378
50,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,941,0,,0,3,0.00016454585344449378
51,DPAH,1000,0.1,0.01,0.0,1.0,1.5,2.5,1108092386,,719,0,,0,42,0.00016454585344449378
